Channel,Alter,Land,Absprungrate,Nutzer,Seiten/Sitzung,Sitzungsdauer,Eindeutige Ereignisse,Einkaufswagen,Purchase_Completed,Conversion_Rate,Preis,Betsellwert,Gesamtwert,Umsatz
242,Social,18-24,Nepal,69.15,94,3.46,00:00:38,50,0,0,0.0,0.0,0.0,0.0,0.0
243,Social,35-44,Estonia,69.15,94,2.0,00:00:24,14,0,0,0.0,0.0,0.0,0.0,0.0
244,Social,35-44,Iraq,69.15,94,2.22,00:02:21,43,7,0,0.0,0.0,0.0,0.0,0.0
245,Social,35-44,Ecuador,68.98,303,1.57,00:00:37,58,0,0,0.0,0.0,0.0,0.0,0.0
246,Direct,25-34,Pakistan,68.9,195,1.73,00:01:02,50,0,0,0.0,0.0,0.0,0.0,0.0
247,Social,18-24,Georgia,68.83,224,1.81,00:00:55,7,0,0,0.0,0.0,0.0,0.0,0.0
248,Social,25-34,Czechia,68.79,346,2.48,00:01:52,108,7,0,0.0,0.0,0.0,0.0,0.0
249,Affiliates,25-34,Philippines,68.7,101,3.01,00:04:08,36,0,0,0.0,0.0,0.0,0.0,0.0
250,Affiliates,45-54,Spain,68.7,87,2.38,00:04:18,36,7,0,0.0,0.0,0.0,0.0,0.0
251,Organic Search,35-44,Bangladesh,68.7,115,2.01,00:01:08,0,0,0,0.0,0.0,0.0,0.0,0.0
252,Referral,45-54,Sweden,68.7,115,2.63,00:03:44,43,0,0,0.0,0.0,0.0,0.0,0.0
253,Direct,18-24,Nigeria,68.61,123,3.16,00:03:01,43,43,0,0.0,0.0,0.0,0.0,0.0
254,Direct,55-64,Japan,68.61,108,2.64,00:02:09,65,0,0,0.0,0.0,0.0,0.0,0.0
255,Social,55-64,United Arab Emirates,68.61,137,1.47,00:00:25,7,0,0,0.0,0.0,0.0,0.0,0.0
256,Social,55-64,Mexico,68.56,866,1.61,00:00:24,411,7,0,0.0,0.0,0.0,0.0,0.0
257,Social,18-24,Czechia,68.46,382,1.96,00:00:34,50,7,0,0.0,0.0,0.0,0.0,0.0
258,Social,65+,Vietnam,68.39,2373,2.79,00:01:43,361,36,0,0.0,0.0,0.0,0.0,0.0
259,Organic Search,25-34,Bangladesh,68.37,613,2.56,00:01:50,245,22,0,0.0,0.0,0.0,0.0,0.0
260,Social,25-34,Argentina,68.36,952,1.91,00:01:00,303,36,0,0.0,0.0,0.0,0.0,0.0
261,Social,35-44,Hungary,68.33,166,2.12,00:00:23,29,0,0,0.0,0.0,0.0,0.0,0.0
262,Social,18-24,Saudi Arabia,68.3,909,1.5,00:00:25,216,0,0,0.0,0.0,0.0,0.0,0.0
263,Social,55-64,Vietnam,68.14,664,1.85,00:00:41,94,0,0,0.0,0.0,0.0,0.0,0.0
264,Direct,45-54,Brazil,68.14,281,3.55,00:01:56,108,36,0,0.0,0.0,0.0,0.0,0.0
265,Social,18-24,Hong Kong,68.14,281,1.59,00:00:43,29,0,0,0.0,0.0,0.0,0.0,0.0
266,Social,35-44,Germany,68.1,757,2.79,00:01:05,151,36,0,0.0,0.0,0.0,0.0,0.0
267,Social,45-54,Saudi Arabia,67.76,238,1.47,00:00:17,36,0,0,0.0,0.0,0.0,0.0,0.0
268,Organic Search,18-24,Bangladesh,67.59,411,3.09,00:01:40,245,72,0,0.0,0.0,0.0,0.0,0.0
269,Social,35-44,Thailand,67.54,3621,1.57,00:00:34,599,14,0,0.0,0.0,0.0,0.0,0.0
270,Display,18-24,United States,67.52,3556,3.29,00:01:54,1955,519,65,1.28,6.85,263.09,17101.07,17101.07
271,Social,35-44,Tunisia,67.47,281,2.22,00:01:00,245,14,0,0.0,0.0,0.0,0.0,0.0
272,Social,35-44,Venezuela,67.41,195,2.12,00:01:58,94,14,0,0.0,0.0,0.0,0.0,0.0
273,Social,25-34,Chile,67.25,375,3.91,00:02:14,101,0,0,0.0,0.0,0.0,0.0,0.0
274,Paid Search,35-44,Canada,67.22,267,5.42,00:04:07,332,101,0,0.0,0.0,0.0,0.0,0.0
275,Social,18-24,France,67.02,1284,2.13,00:01:03,281,0,0,0.0,0.0,0.0,0.0,0.0
276,Social,25-34,Finland,66.92,130,2.38,00:00:38,50,0,0,0.0,0.0,0.0,0.0,0.0
277,Social,45-54,Ecuador,66.92,130,1.72,00:00:26,123,0,0,0.0,0.0,0.0,0.0,0.0
278,Social,45-54,Pakistan,66.92,101,1.45,00:00:17,14,7,0,0.0,0.0,0.0,0.0,0.0
279,Social,25-34,Switzerland,66.9,267,2.13,00:01:16,72,7,0,0.0,0.0,0.0,0.0,0.0
280,Social,45-54,Turkey,66.9,2085,1.79,00:00:44,923,7,0,0.0,0.0,0.0,0.0,0.0
281,Social,25-34,Lithuania,66.89,151,1.67,00:00:24,7,0,0,0.0,0.0,0.0,0.0,0.0
282,Social,25-34,Lebanon,66.81,224,1.55,00:00:42,22,0,0,0.0,0.0,0.0,0.0,0.0
283,Social,65+,United Arab Emirates,66.76,332,1.48,00:00:23,0,0,0,0.0,0.0,0.0,0.0,0.0
284,Direct,18-24,Kenya,66.67,79,2.07,00:00:20,43,7,0,0.0,0.0,0.0,0.0,0.0
285,Direct,65+,France,66.67,101,3.14,00:01:18,65,7,0,0.0,0.0,0.0,0.0,0.0
286,Direct,65+,United Kingdom,66.67,108,1.67,00:00:20,0,0,0,0.0,0.0,0.0,0.0,0.0
287,Organic Search,45-54,Finland,66.67,72,2.4,00:03:04,14,0,0,0.0,0.0,0.0,0.0,0.0
288,Organic Search,65+,Israel,66.67,87,2.66,00:00:19,58,0,0,0.0,0.0,0.0,0.0,0.0
289,Referral,18-24,Ukraine,66.67,87,1.83,00:00:33,22,0,0,0.0,0.0,0.0,0.0,0.0
290,Referral,35-44,Thailand,66.67,87,3.64,00:02:09,50,7,0,0.0,0.0,0.0,0.0,0.0
291,Social,18-24,Mongolia,66.67,108,1.6,00:00:10,29,7,0,0.0,0.0,0.0,0.0,0.0
292,Social,25-34,Cyprus,66.67,87,1.41,00:00:05,14,0,0,0.0,0.0,0.0,0.0,0.0
293,Social,35-44,Bolivia,66.67,87,1.91,00:00:43,50,0,0,0.0,0.0,0.0,0.0,0.0
294,Social,45-54,Greece,66.67,209,1.47,00:00:57,79,0,0,0.0,0.0,0.0,0.0,0.0
295,Social,55-64,Netherlands,66.67,101,1.54,00:00:34,7,7,0,0.0,0.0,0.0,0.0,0.0
296,Social,55-64,Venezuela,66.67,87,1.32,00:00:22,0,0,0,0.0,0.0,0.0,0.0,0.0
297,Social,65+,Canada,66.67,195,1.74,00:00:24,29,0,0,0.0,0.0,0.0,0.0,0.0
298,Social,35-44,Mexico,66.58,2799,1.8,00:00:34,1320,14,0,0.0,0.0,0.0,0.0,0.0
299,Organic Search,65+,Australia,66.54,252,3.11,00:01:51,87,7,0,0.0,0.0,0.0,0.0,0.0
300,Social,25-34,Mexico,66.53,3736,1.84,00:00:40,1854,65,0,0.0,0.0,0.0,0.0,0.0
301,Direct,18-24,Belgium,66.47,151,6.05,00:02:35,72,7,0,0.0,0.0,0.0,0.0,0.0
302,Organic Search,18-24,Kenya,66.47,159,2.0,00:01:30,58,7,0,0.0,0.0,0.0,0.0,0.0
303,Social,18-24,Norway,66.47,166,1.54,00:00:11,79,7,0,0.0,0.0,0.0,0.0,0.0
304,Social,45-54,Bangladesh,66.47,159,1.5,00:00:46,29,0,0,0.0,0.0,0.0,0.0,0.0
305,Social,35-44,Bangladesh,66.46,317,1.86,00:00:56,36,0,0,0.0,0.0,0.0,0.0,0.0
306,Organic Search,25-34,Ireland,66.41,3058,2.65,00:00:57,1082,252,7,0.18,13.53,473.66,3315.65,3315.65
307,Social,18-24,Israel,66.4,959,1.88,00:00:46,289,0,0,0.0,0.0,0.0,0.0,0.0
308,Social,18-24,Mexico,66.39,5194,1.82,00:00:43,2597,14,0,0.0,0.0,0.0,0.0,0.0
309,Organic Search,18-24,Ireland,66.16,1450,2.41,00:01:36,375,58,0,0.0,0.0,0.0,0.0,0.0
310,Social,45-54,Italy,66.1,447,2.08,00:01:03,260,7,0,0.0,0.0,0.0,0.0,0.0
311,Social,18-24,Colombia,66.05,1169,2.33,00:01:10,462,14,0,0.0,0.0,0.0,0.0,0.0
312,Social,25-34,Spain,65.92,1219,2.35,00:00:49,390,36,0,0.0,0.0,0.0,0.0,0.0
313,Organic Search,55-64,United Kingdom,65.9,1435,1.97,00:00:46,267,14,0,0.0,0.0,0.0,0.0,0.0
314,Social,65+,Spain,65.88,151,1.85,00:04:23,22,7,0,0.0,0.0,0.0,0.0,0.0
315,Social,18-24,Peru,65.83,1940,1.65,00:00:37,981,0,0,0.0,0.0,0.0,0.0,0.0
316,Social,35-44,Taiwan,65.79,700,1.84,00:00:44,123,0,0,0.0,0.0,0.0,0.0,0.0
317,Organic Search,35-44,Portugal,65.76,729,2.68,00:01:49,195,29,0,0.0,0.0,0.0,0.0,0.0
318,Social,35-44,Vietnam,65.64,1118,1.89,00:00:48,303,0,0,0.0,0.0,0.0,0.0,0.0
319,Organic Search,45-54,Indonesia,65.55,209,1.73,00:00:50,65,0,0,0.0,0.0,0.0,0.0,0.0
320,Social,18-24,Singapore,65.55,202,2.14,00:00:50,58,36,0,0.0,0.0,0.0,0.0,0.0
321,Social,45-54,Australia,65.55,209,2.45,00:00:35,65,14,0,0.0,0.0,0.0,0.0,0.0
322,Organic Search,55-64,India,65.45,563,2.11,00:01:53,101,22,0,0.0,0.0,0.0,0.0,0.0
323,Social,18-24,Portugal,65.43,180,1.77,00:00:23,43,0,0,0.0,0.0,0.0,0.0,0.0
324,Social,18-24,Tunisia,65.41,534,2.43,00:00:45,433,22,0,0.0,0.0,0.0,0.0,0.0
325,Social,25-34,Singapore,65.37,224,2.81,00:01:13,79,0,0,0.0,0.0,0.0,0.0,0.0
326,Direct,25-34,New Zealand,65.28,137,3.51,00:01:18,94,36,0,0.0,0.0,0.0,0.0,0.0
327,Organic Search,35-44,(not set),65.28,144,2.31,00:00:27,29,0,0,0.0,0.0,0.0,0.0,0.0
328,Social,25-34,Albania,65.28,137,1.5,00:00:28,22,0,0,0.0,0.0,0.0,0.0,0.0
329,Social,25-34,France,65.26,1125,2.58,00:00:50,375,7,0,0.0,0.0,0.0,0.0,0.0
330,Organic Search,35-44,Serbia,65.06,325,2.65,00:00:55,130,0,0,0.0,0.0,0.0,0.0,0.0
331,Organic Search,45-54,Greece,65.06,144,1.91,00:00:27,14,0,0,0.0,0.0,0.0,0.0,0.0
332,Organic Search,55-64,Colombia,65.06,87,3.34,00:02:18,50,0,0,0.0,0.0,0.0,0.0,0.0
333,Social,65+,Pakistan,65.06,166,1.69,00:00:34,43,0,0,0.0,0.0,0.0,0.0,0.0
334,Display,35-44,United States,64.99,5417,3.12,00:01:18,2712,620,72,0.98,29.64,161.03,11593.88,11593.88
335,Organic Search,25-34,Slovenia,64.9,224,2.71,00:00:33,65,7,0,0.0,0.0,0.0,0.0,0.0
336,Social,18-24,Kazakhstan,64.9,245,1.8,00:00:25,36,0,0,0.0,0.0,0.0,0.0,0.0
337,Display,35-44,Canada,64.84,454,3.39,00:01:46,231,180,0,0.0,0.0,0.0,0.0,0.0
338,Referral,18-24,South Korea,64.79,224,2.3,00:01:02,43,0,0,0.0,0.0,0.0,0.0,0.0
339,Social,25-34,Belgium,64.79,267,2.05,00:00:17,50,7,0,0.0,0.0,0.0,0.0,0.0
340,Social,25-34,Turkey,64.75,8634,1.78,00:00:40,4039,65,0,0.0,0.0,0.0,0.0,0.0
341,Social,35-44,France,64.71,685,2.34,00:01:02,274,36,0,0.0,0.0,0.0,0.0,0.0
342,Social,18-24,Serbia,64.56,765,1.87,00:00:35,195,7,0,0.0,0.0,0.0,0.0,0.0
343,Organic Search,25-34,United Kingdom,64.42,14578,2.81,00:01:13,5879,1349,29,0.16,14.15,388.48,11266.04,11266.04
344,Direct,25-34,Morocco,64.36,79,4.36,00:01:14,29,7,0,0.0,0.0,0.0,0.0,0.0
345,Direct,55-64,Spain,64.36,79,1.86,00:04:45,14,0,0,0.0,0.0,0.0,0.0,0.0
346,Social,18-24,Ecuador,64.36,404,2.05,00:00:52,115,0,0,0.0,0.0,0.0,0.0,0.0
347,Social,18-24,Cambodia,64.36,101,1.71,00:00:18,14,22,0,0.0,0.0,0.0,0.0,0.0
348,Social,45-54,United Arab Emirates,64.36,267,1.55,00:00:24,43,0,0,0.0,0.0,0.0,0.0,0.0
349,Paid Search,65+,United States,64.32,2784,2.86,00:01:10,1738,137,43,1.39,29.22,37.65,1882.52,1882.52
350,Organic Search,35-44,Hungary,64.31,303,2.58,00:01:45,87,0,0,0.0,0.0,0.0,0.0,0.0
351,Organic Search,25-34,Croatia,64.23,469,2.54,00:01:55,115,0,0,0.0,0.0,0.0,0.0,0.0
352,Organic Search,35-44,Vietnam,64.23,115,5.22,00:02:31,108,22,0,0.0,0.0,0.0,0.0,0.0
353,Organic Search,65+,Ireland,64.23,115,2.41,00:00:47,22,0,0,0.0,0.0,0.0,0.0,0.0
354,Social,35-44,Costa Rica,64.23,123,1.88,00:00:36,36,7,0,0.0,0.0,0.0,0.0,0.0
355,Direct,45-54,Japan,64.21,339,4.85,00:02:58,238,72,0,0.0,0.0,0.0,0.0,0.0
356,Social,18-24,Netherlands,64.16,635,2.67,00:00:39,209,7,0,0.0,0.0,0.0,0.0,0.0
357,Organic Search,65+,India,64.12,512,2.56,00:01:40,159,22,0,0.0,0.0,0.0,0.0,0.0
358,Social,18-24,Turkey,64.12,11815,1.82,00:00:41,6434,65,0,0.0,0.0,0.0,0.0,0.0
359,Organic Search,18-24,Portugal,64.1,721,3.38,00:02:29,216,79,0,0.0,0.0,0.0,0.0,0.0
360,Social,18-24,Belgium,64.06,252,2.08,00:01:11,50,0,0,0.0,0.0,0.0,0.0,0.0
361,Social,45-54,Israel,64.06,245,1.69,00:00:21,101,0,0,0.0,0.0,0.0,0.0,0.0
362,Social,35-44,Poland,64.02,938,1.97,00:00:35,317,14,0,0.0,0.0,0.0,0.0,0.0
363,Social,18-24,Greece,63.96,512,1.56,00:00:29,216,0,0,0.0,0.0,0.0,0.0,0.0
364,Social,25-34,Germany,63.94,1248,2.2,00:00:43,361,29,0,0.0,0.0,0.0,0.0,0.0
365,Social,35-44,Austria,63.89,159,1.56,00:00:20,58,0,0,0.0,0.0,0.0,0.0,0.0
366,Affiliates,25-34,Singapore,63.85,224,3.38,00:01:31,144,22,0,0.0,0.0,0.0,0.0,0.0
367,Organic Search,25-34,Belgium,63.81,1472,3.4,00:01:09,620,72,0,0.0,0.0,0.0,0.0,0.0
368,Social,25-34,Egypt,63.6,1255,1.96,00:00:53,339,22,0,0.0,0.0,0.0,0.0,0.0
369,Direct,35-44,Finland,63.52,144,4.18,00:01:06,108,7,0,0.0,0.0,0.0,0.0,0.0
370,Social,25-34,Norway,63.52,159,3.31,00:01:57,87,14,0,0.0,0.0,0.0,0.0,0.0
371,Social,35-44,Uruguay,63.52,101,1.77,00:00:42,72,0,0,0.0,0.0,0.0,0.0,0.0
372,Affiliates,18-24,Poland,63.5,123,2.37,00:01:12,36,7,0,0.0,0.0,0.0,0.0,0.0
373,Organic Search,45-54,Russia,63.5,115,2.26,00:02:13,22,0,0,0.0,0.0,0.0,0.0,0.0
374,Social,55-64,Saudi Arabia,63.5,123,3.58,00:01:13,14,0,0,0.0,0.0,0.0,0.0,0.0
375,Direct,55-64,Brazil,63.46,151,1.57,00:02:09,43,0,0,0.0,0.0,0.0,0.0,0.0
376,Social,45-54,Netherlands,63.45,231,1.97,00:01:28,22,0,0,0.0,0.0,0.0,0.0,0.0
377,Social,45-54,India,63.4,1169,1.71,00:00:44,130,0,0,0.0,0.0,0.0,0.0,0.0
378,Direct,18-24,Denmark,63.29,79,2.38,00:00:16,0,0,0,0.0,0.0,0.0,0.0,0.0
379,Organic Search,45-54,Saudi Arabia,63.29,79,2.01,00:00:54,0,0,0,0.0,0.0,0.0,0.0,0.0
380,Referral,55-64,Japan,63.29,79,3.84,00:01:44,65,22,0,0.0,0.0,0.0,0.0,0.0
381,Social,25-34,Vietnam,63.28,8252,1.83,00:00:42,1132,43,0,0.0,0.0,0.0,0.0,0.0
382,Organic Search,18-24,Nigeria,63.1,180,3.32,00:01:54,137,58,0,0.0,0.0,0.0,0.0,0.0
383,Social,65+,France,63.1,245,1.58,00:00:24,14,0,0,0.0,0.0,0.0,0.0,0.0
384,Organic Search,55-64,Sweden,63.08,180,1.52,00:00:35,22,0,0,0.0,0.0,0.0,0.0,0.0
385,Social,65+,India,63.05,830,1.88,00:01:03,144,14,0,0.0,0.0,0.0,0.0,0.0
386,Social,35-44,Netherlands,62.95,325,2.63,00:00:33,108,7,0,0.0,0.0,0.0,0.0,0.0
387,Social,65+,Philippines,62.94,858,1.72,00:00:39,144,0,0,0.0,0.0,0.0,0.0,0.0
388,Organic Search,35-44,Greece,62.9,527,3.34,00:02:00,332,79,0,0.0,0.0,0.0,0.0,0.0
389,Organic Search,18-24,Vietnam,62.9,995,3.18,00:01:30,469,65,0,0.0,0.0,0.0,0.0,0.0
390,Organic Search,45-54,Denmark,62.77,440,3.21,00:02:05,224,29,0,0.0,0.0,0.0,0.0,0.0
391,Social,18-24,Thailand,62.7,5958,1.98,00:00:49,1681,29,0,0.0,0.0,0.0,0.0,0.0
392,Social,45-54,Germany,62.68,411,1.93,00:00:38,144,14,0,0.0,0.0,0.0,0.0,0.0
393,Organic Search,35-44,Austria,62.66,498,2.84,00:01:40,101,58,0,0.0,0.0,0.0,0.0,0.0
394,Organic Search,25-34,Russia,62.63,2395,3.31,00:01:28,1342,231,0,0.0,0.0,0.0,0.0,0.0
395,Affiliates,18-24,Singapore,62.61,108,3.07,00:02:07,0,0,0,0.0,0.0,0.0,0.0,0.0
396,Affiliates,25-34,Belgium,62.61,108,3.32,00:00:59,72,14,0,0.0,0.0,0.0,0.0,0.0
397,Direct,18-24,Hungary,62.61,101,1.88,00:00:46,0,0,0,0.0,0.0,0.0,0.0,0.0
398,Social,45-54,Croatia,62.61,115,1.7,00:00:32,43,0,0,0.0,0.0,0.0,0.0,0.0
399,Social,25-34,India,62.57,6607,1.93,00:00:43,1298,224,0,0.0,0.0,0.0,0.0,0.0
400,Organic Search,35-44,Italy,62.53,2640,3.34,00:01:25,1226,260,0,0.0,0.0,0.0,0.0,0.0
401,Affiliates,25-34,Vietnam,62.43,123,2.34,00:01:50,65,14,0,0.0,0.0,0.0,0.0,0.0
402,Direct,35-44,Indonesia,62.43,159,3.0,00:00:55,50,29,0,0.0,0.0,0.0,0.0,0.0
403,Social,55-64,Germany,62.43,173,2.21,00:00:37,29,7,0,0.0,0.0,0.0,0.0,0.0
404,Social,18-24,Indonesia,62.4,2683,1.88,00:00:43,649,65,0,0.0,0.0,0.0,0.0,0.0
405,Social,45-54,Chile,62.34,224,2.68,00:01:34,101,0,0,0.0,0.0,0.0,0.0,0.0
406,Affiliates,35-44,Germany,62.25,130,2.63,00:02:19,43,7,0,0.0,0.0,0.0,0.0,0.0
407,Direct,25-34,Egypt,62.25,144,2.34,00:00:56,94,7,0,0.0,0.0,0.0,0.0,0.0
408,Social,25-34,Saudi Arabia,62.24,1104,1.63,00:00:37,166,14,0,0.0,0.0,0.0,0.0,0.0
409,Social,65+,Indonesia,62.18,411,2.14,00:01:05,36,0,0,0.0,0.0,0.0,0.0,0.0
410,Organic Search,35-44,Norway,62.18,635,3.21,00:01:27,325,87,0,0.0,0.0,0.0,0.0,0.0
411,Organic Search,45-54,Norway,62.05,231,3.45,00:00:52,137,0,0,0.0,0.0,0.0,0.0,0.0
412,Organic Search,45-54,Italy,62.02,1010,3.71,00:01:48,555,87,0,0.0,0.0,0.0,0.0,0.0
413,Organic Search,25-34,Czechia,61.95,1233,3.46,00:01:48,519,65,0,0.0,0.0,0.0,0.0,0.0
414,Organic Search,35-44,Czechia,61.93,512,3.33,00:01:22,289,50,0,0.0,0.0,0.0,0.0,0.0
415,Social,35-44,Saudi Arabia,61.93,505,1.84,00:00:57,123,0,0,0.0,0.0,0.0,0.0,0.0
416,Social,25-34,Morocco,61.91,498,2.62,00:01:07,216,43,0,0.0,0.0,0.0,0.0,0.0
417,Social,65+,Peru,61.82,563,1.85,00:00:46,267,7,0,0.0,0.0,0.0,0.0,0.0
418,Organic Search,25-34,Portugal,61.71,1111,2.86,00:01:16,289,65,0,0.0,0.0,0.0,0.0,0.0
419,Affiliates,18-24,Hong Kong,61.7,79,3.07,00:01:08,14,0,0,0.0,0.0,0.0,0.0,0.0
420,Referral,35-44,Denmark,61.7,87,2.61,00:00:59,72,14,0,0.0,0.0,0.0,0.0,0.0
421,Referral,45-54,Israel,61.7,72,3.3,00:01:04,36,7,7,7.45,61.82,61.82,432.72,432.72
422,Referral,45-54,Italy,61.7,87,5.06,00:00:40,7,0,0,0.0,0.0,0.0,0.0,0.0
423,Referral,45-54,South Korea,61.7,79,2.07,00:00:14,22,7,0,0.0,0.0,0.0,0.0,0.0
424,Social,35-44,Hong Kong,61.7,94,2.15,00:00:29,22,0,0,0.0,0.0,0.0,0.0,0.0
425,Social,35-44,Slovenia,61.7,79,1.38,00:00:10,36,0,0,0.0,0.0,0.0,0.0,0.0
426,Organic Search,35-44,United Kingdom,61.68,9067,2.94,00:01:29,3578,830,7,0.06,21.88,90.64,634.48,634.48
427,Direct,18-24,Vietnam,61.67,454,3.16,00:01:58,231,58,0,0.0,0.0,0.0,0.0,0.0
428,Organic Search,25-34,Denmark,61.62,1205,2.84,00:01:18,433,65,0,0.0,0.0,0.0,0.0,0.0
429,Social,18-24,Bulgaria,61.46,541,1.68,00:00:29,166,22,0,0.0,0.0,0.0,0.0,0.0
430,Organic Search,45-54,United Kingdom,61.45,3672,2.92,00:01:27,1385,216,0,0.0,0.0,0.0,0.0,0.0
431,Social,25-34,Thailand,61.44,5323,1.78,00:00:39,909,101,0,0.0,0.0,0.0,0.0,0.0
432,Social,35-44,Spain,61.44,765,2.3,00:00:57,180,7,0,0.0,0.0,0.0,0.0,0.0
433,Organic Search,25-34,Austria,61.38,952,2.77,00:01:04,296,50,0,0.0,0.0,0.0,0.0,0.0
434,Organic Search,35-44,Indonesia,61.37,512,2.65,00:01:07,180,50,0,0.0,0.0,0.0,0.0,0.0
435,Social,35-44,Italy,61.32,628,1.86,00:00:28,238,7,0,0.0,0.0,0.0,0.0,0.0
436,Other Paid Search,55-64,United States,61.31,260,5.9,00:02:06,238,14,0,0.0,0.0,0.0,0.0,0.0
437,Organic Search,25-34,Morocco,61.28,390,2.54,00:01:26,166,14,0,0.0,0.0,0.0,0.0,0.0
438,Social,18-24,United Kingdom,61.27,1565,2.55,00:00:51,541,65,0,0.0,0.0,0.0,0.0,0.0
439,Organic Search,18-24,Peru,61.25,555,2.26,00:02:09,166,14,0,0.0,0.0,0.0,0.0,0.0
440,Organic Search,25-34,Pakistan,61.22,1031,3.3,00:01:28,548,87,7,0.64,10.3,17.0,119.02,119.02
441,Organic Search,35-44,Switzerland,61.12,837,2.67,00:01:24,303,14,0,0.0,0.0,0.0,0.0,0.0
442,Organic Search,25-34,Germany,61.11,7711,3.28,00:01:25,3859,974,14,0.15,9.47,251.02,3514.3,3514.3
443,Organic Search,25-34,Vietnam,61.1,692,3.44,00:01:17,332,43,0,0.0,0.0,0.0,0.0,0.0
444,Social,35-44,Colombia,61.08,483,2.24,00:01:14,216,0,0,0.0,0.0,0.0,0.0,0.0
445,Social,25-34,Indonesia,61.01,2308,2.5,00:01:11,541,29,0,0.0,0.0,0.0,0.0,0.0
446,Organic Search,25-34,France,60.95,5807,3.52,00:02:12,2763,700,0,0.0,0.0,0.0,0.0,0.0
447,Organic Search,55-64,Singapore,60.89,188,3.21,00:02:07,65,0,0,0.0,0.0,0.0,0.0,0.0
448,Social,18-24,Denmark,60.89,173,2.36,00:00:22,101,7,0,0.0,0.0,0.0,0.0,0.0
449,Social,35-44,Jordan,60.89,195,2.5,00:01:09,87,36,0,0.0,0.0,0.0,0.0,0.0
450,Direct,18-24,Bangladesh,60.84,166,2.13,00:00:53,50,0,0,0.0,0.0,0.0,0.0,0.0
451,Organic Search,25-34,Cyprus,60.84,151,1.74,00:00:29,7,0,0,0.0,0.0,0.0,0.0,0.0
452,Other Paid Search,18-24,United States,60.84,397,3.65,00:01:34,310,65,0,0.0,0.0,0.0,0.0,0.0
453,Social,55-64,Chile,60.84,144,2.0,00:00:33,43,0,0,0.0,0.0,0.0,0.0,0.0
454,Social,35-44,Serbia,60.83,519,1.6,00:00:42,7,0,0,0.0,0.0,0.0,0.0,0.0
455,Social,25-34,Greece,60.82,454,1.86,00:00:45,173,0,0,0.0,0.0,0.0,0.0,0.0
456,Social,35-44,Dominican Republic,60.81,289,1.71,00:00:42,202,0,0,0.0,0.0,0.0,0.0,0.0
457,Organic Search,35-44,Spain,60.78,3138,3.08,00:01:45,1327,238,0,0.0,0.0,0.0,0.0,0.0
458,Direct,55-64,Netherlands,60.77,115,1.78,00:01:44,58,0,0,0.0,0.0,0.0,0.0,0.0
459,Social,35-44,New Zealand,60.77,115,1.66,00:00:55,43,7,0,0.0,0.0,0.0,0.0,0.0
460,Organic Search,25-34,Netherlands,60.76,3700,2.9,00:02:08,1753,310,0,0.0,0.0,0.0,0.0,0.0
461,Social,18-24,Vietnam,60.73,13799,2.02,00:00:53,2236,101,0,0.0,0.0,0.0,0.0,0.0
462,Organic Search,25-34,China,60.72,1955,4.21,00:03:00,1407,180,0,0.0,0.0,0.0,0.0,0.0
463,Direct,18-24,Ireland,60.65,252,2.35,00:00:54,87,7,0,0.0,0.0,0.0,0.0,0.0
464,Organic Search,25-34,Serbia,60.64,375,2.82,00:01:41,115,14,0,0.0,0.0,0.0,0.0,0.0
465,Social,55-64,Romania,60.58,238,3.11,00:00:47,87,14,0,0.0,0.0,0.0,0.0,0.0
466,Social,18-24,Malaysia,60.54,1291,2.61,00:01:24,267,7,0,0.0,0.0,0.0,0.0,0.0
467,Organic Search,18-24,United Kingdom,60.51,10373,2.77,00:01:19,3412,649,0,0.0,0.0,0.0,0.0,0.0
468,Social,18-24,Croatia,60.5,231,1.73,00:00:28,108,0,0,0.0,0.0,0.0,0.0,0.0
469,Social,35-44,Chile,60.5,224,2.27,00:00:41,108,0,0,0.0,0.0,0.0,0.0,0.0
470,Organic Search,18-24,Saudi Arabia,60.47,325,3.46,00:01:21,159,65,0,0.0,0.0,0.0,0.0,0.0
471,Organic Search,25-34,India,60.46,15682,2.75,00:01:38,6189,1031,0,0.0,0.0,0.0,0.0,0.0
472,Organic Search,55-64,Denmark,60.42,123,2.31,00:00:45,43,0,0,0.0,0.0,0.0,0.0,0.0
473,Social,45-54,Egypt,60.42,144,2.31,00:00:36,14,0,0,0.0,0.0,0.0,0.0,0.0
474,Social,65+,Serbia,60.42,144,2.01,00:00:47,36,0,0,0.0,0.0,0.0,0.0,0.0
475,Social,55-64,India,60.35,440,2.02,00:01:07,72,0,0,0.0,0.0,0.0,0.0,0.0
476,Affiliates,35-44,Canada,60.19,188,3.54,00:02:11,173,29,0,0.0,0.0,0.0,0.0,0.0
477,Direct,25-34,Serbia,60.19,101,4.88,00:02:00,58,22,0,0.0,0.0,0.0,0.0,0.0
478,Direct,45-54,Belgium,60.19,108,3.14,00:01:50,36,0,0,0.0,0.0,0.0,0.0,0.0
479,Organic Search,25-34,Tunisia,60.19,108,8.55,00:03:14,87,0,0,0.0,0.0,0.0,0.0,0.0
480,Referral,25-34,Chile,60.19,108,1.74,00:00:13,7,0,0,0.0,0.0,0.0,0.0,0.0
481,Social,65+,Saudi Arabia,60.19,202,1.63,00:00:21,14,0,0,0.0,0.0,0.0,0.0,0.0
482,Affiliates,18-24,Germany,60.0,166,2.68,00:02:21,94,0,0,0.0,0.0,0.0,0.0,0.0
