,country,latitude,longitude,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand
807,Estonia,59.0,26.0,6/3/2020,5,3,0,0,3.769,2.262,0.0,0.0,255,71,0.192,0.054
808,Estonia,59.0,26.0,7/3/2020,10,5,0,0,7.538,3.769,0.0,0.0,284,29,0.214,0.022
809,Estonia,59.0,26.0,11/3/2020,13,3,0,0,9.8,2.262,0.0,0.0,490,65,0.369,0.049
810,Estonia,59.0,26.0,12/3/2020,16,3,0,0,12.061,2.262,0.0,0.0,621,131,0.468,0.099
811,Estonia,59.0,26.0,13/3/2020,27,11,0,0,20.354,8.292,0.0,0.0,804,183,0.606,0.138
812,Estonia,59.0,26.0,14/3/2020,79,52,0,0,59.553,39.2,0.0,0.0,967,163,0.729,0.123
813,Estonia,59.0,26.0,15/3/2020,115,36,0,0,86.692,27.138,0.0,0.0,1462,495,1.102,0.373
814,Estonia,59.0,26.0,16/3/2020,171,56,0,0,128.907,42.215,0.0,0.0,1767,305,1.332,0.23
815,Estonia,59.0,26.0,17/3/2020,205,34,0,0,154.537,25.631,0.0,0.0,1958,191,1.476,0.144
816,Estonia,59.0,26.0,18/3/2020,225,20,0,0,169.614,15.077,0.0,0.0,2497,539,1.882,0.406
817,Estonia,59.0,26.0,19/3/2020,258,33,0,0,194.491,24.877,0.0,0.0,2848,351,2.147,0.265
818,Estonia,59.0,26.0,20/3/2020,267,9,0,0,201.276,6.785,0.0,0.0,3240,392,2.442,0.296
819,Estonia,59.0,26.0,21/3/2020,283,16,0,0,213.337,12.061,0.0,0.0,3877,637,2.923,0.48
820,Estonia,59.0,26.0,22/3/2020,306,23,0,0,230.675,17.338,0.0,0.0,4037,160,3.043,0.121
821,Estonia,59.0,26.0,23/3/2020,326,20,0,0,245.752,15.077,0.0,0.0,4532,495,3.416,0.373
822,Estonia,59.0,26.0,24/3/2020,352,26,0,0,265.352,19.6,0.0,0.0,5935,1403,4.474,1.058
823,Estonia,59.0,26.0,25/3/2020,369,17,0,0,278.167,12.815,0.0,0.0,6982,1047,5.263,0.789
824,Estonia,59.0,26.0,26/3/2020,404,35,1,1,304.552,26.384,0.754,0.754,8121,1139,6.122,0.859
825,Estonia,59.0,26.0,27/3/2020,538,134,1,0,405.567,101.015,0.754,0.0,9374,1253,7.067,0.945
826,Estonia,59.0,26.0,28/3/2020,575,37,1,0,433.459,27.892,0.754,0.0,10409,1035,7.847,0.78
827,Estonia,59.0,26.0,29/3/2020,640,65,1,0,482.458,49.0,0.754,0.0,11260,851,8.488,0.642
828,Estonia,59.0,26.0,30/3/2020,679,39,3,2,511.858,29.4,2.262,1.508,12413,1153,9.357,0.869
829,Estonia,59.0,26.0,31/3/2020,715,36,3,0,538.997,27.138,2.262,0.0,14390,1977,10.848,1.49
830,Estonia,59.0,26.0,1/4/2020,745,30,4,1,561.612,22.615,3.015,0.754,15762,1372,11.882,1.034
831,Estonia,59.0,26.0,2/4/2020,779,34,5,1,587.242,25.631,3.769,0.754,18268,2506,13.771,1.889
832,Estonia,59.0,26.0,3/4/2020,858,79,11,6,646.796,59.553,8.292,4.523,19800,1532,14.926,1.155
833,Estonia,59.0,26.0,4/4/2020,961,103,12,1,724.442,77.646,9.046,0.754,20986,1186,15.82,0.894
834,Estonia,59.0,26.0,5/4/2020,1018,57,13,1,767.411,42.969,9.8,0.754,21845,859,16.468,0.648
835,Estonia,59.0,26.0,6/4/2020,1097,79,15,2,826.964,59.553,11.308,1.508,23524,1679,17.733,1.266
836,Estonia,59.0,26.0,7/4/2020,1108,11,19,4,835.256,8.292,14.323,3.015,24797,1273,18.693,0.96
837,Estonia,59.0,26.0,8/4/2020,1149,41,21,2,866.164,30.907,15.831,1.508,26402,1605,19.903,1.21
838,Estonia,59.0,26.0,9/4/2020,1185,36,24,3,893.302,27.138,18.092,2.262,27868,1466,21.008,1.105
839,Estonia,59.0,26.0,10/4/2020,1207,22,24,0,909.887,16.585,18.092,0.0,29438,1570,22.192,1.184
840,Estonia,59.0,26.0,11/4/2020,1258,51,24,0,948.332,38.446,18.092,0.0,30333,895,22.866,0.675
841,Estonia,59.0,26.0,12/4/2020,1304,46,24,0,983.009,34.677,18.092,0.0,30742,409,23.175,0.308
842,Estonia,59.0,26.0,13/4/2020,1309,5,25,1,986.778,3.769,18.846,0.754,32250,1508,24.311,1.137
843,Estonia,59.0,26.0,14/4/2020,1332,23,28,3,1004.117,17.338,21.108,2.262,33956,1706,25.597,1.286
844,Estonia,59.0,26.0,15/4/2020,1373,41,31,3,1035.024,30.907,23.369,2.262,36007,2051,27.144,1.546
845,Estonia,59.0,26.0,16/4/2020,1402,29,35,4,1056.886,21.861,26.384,3.015,37579,1572,28.329,1.185
846,Estonia,59.0,26.0,17/4/2020,1434,32,36,1,1081.009,24.123,27.138,0.754,39596,2017,29.849,1.52
847,Estonia,59.0,26.0,18/4/2020,1459,25,38,2,1099.855,18.846,28.646,1.508,40318,722,30.393,0.544
848,Estonia,59.0,26.0,19/4/2020,1512,53,38,0,1139.808,39.954,28.646,0.0,40917,599,30.845,0.452
849,Estonia,59.0,26.0,20/4/2020,1528,16,40,2,1151.87,12.061,30.154,1.508,42204,1287,31.815,0.97
850,Estonia,59.0,26.0,21/4/2020,1535,7,40,0,1157.147,5.277,30.154,0.0,43624,1420,32.886,1.07
851,Estonia,59.0,26.0,22/4/2020,1552,17,43,3,1169.962,12.815,32.415,2.262,45169,1545,34.05,1.165
852,Estonia,59.0,26.0,23/4/2020,1559,7,44,1,1175.239,5.277,33.169,0.754,46271,1102,34.881,0.831
853,Estonia,59.0,26.0,24/4/2020,1592,33,45,1,1200.115,24.877,33.923,0.754,47323,1052,35.674,0.793
854,Estonia,59.0,26.0,25/4/2020,1605,13,46,1,1209.915,9.8,34.677,0.754,47926,603,36.129,0.455
855,Estonia,59.0,26.0,26/4/2020,1635,30,46,0,1232.531,22.615,34.677,0.0,48396,470,36.483,0.354
856,Estonia,59.0,26.0,27/4/2020,1643,8,49,3,1238.561,6.031,36.938,2.262,49507,1111,37.32,0.838
857,Estonia,59.0,26.0,28/4/2020,1647,4,50,1,1241.577,3.015,37.692,0.754,51178,1671,38.58,1.26
858,Estonia,59.0,26.0,29/4/2020,1660,13,50,0,1251.377,9.8,37.692,0.0,52741,1563,39.758,1.178
859,Ethiopia,8.0,38.0,1/4/2020,25,2,0,0,0.217,0.017,0.0,0.0,1083,70,0.009,0.001
860,Ethiopia,8.0,38.0,6/4/2020,43,5,2,2,0.374,0.043,0.017,0.017,2007,164,0.017,0.001
861,Ethiopia,8.0,38.0,7/4/2020,44,1,2,0,0.383,0.009,0.017,0.0,2271,264,0.02,0.002
862,Ethiopia,8.0,38.0,8/4/2020,52,8,2,0,0.452,0.07,0.017,0.0,2496,225,0.022,0.002
863,Ethiopia,8.0,38.0,9/4/2020,55,3,2,0,0.478,0.026,0.017,0.0,2790,294,0.024,0.003
864,Ethiopia,8.0,38.0,13/4/2020,71,2,3,0,0.618,0.017,0.026,0.0,4110,247,0.036,0.002
865,Ethiopia,8.0,38.0,14/4/2020,74,3,3,0,0.644,0.026,0.026,0.0,4557,447,0.04,0.004
866,Ethiopia,8.0,38.0,15/4/2020,82,8,3,0,0.713,0.07,0.026,0.0,4988,431,0.043,0.004
867,Ethiopia,8.0,38.0,16/4/2020,85,3,3,0,0.739,0.026,0.026,0.0,5389,401,0.047,0.003
868,Ethiopia,8.0,38.0,24/4/2020,116,0,3,0,1.009,0.0,0.026,0.0,11669,933,0.102,0.008
869,Ethiopia,8.0,38.0,25/4/2020,117,1,3,0,1.018,0.009,0.026,0.0,12688,1019,0.11,0.009
870,Ethiopia,8.0,38.0,28/4/2020,124,1,3,0,1.079,0.009,0.026,0.0,15668,1080,0.136,0.009
871,Ethiopia,8.0,38.0,29/4/2020,126,2,3,0,1.096,0.017,0.026,0.0,16434,766,0.143,0.007
872,Ethiopia,8.0,38.0,30/4/2020,130,4,3,0,1.131,0.035,0.026,0.0,17842,1408,0.155,0.012
873,Finland,64.0,26.0,28/2/2020,2,0,0,0,0.361,0.0,0.0,0.0,19,10,0.003,0.002
874,Finland,64.0,26.0,29/2/2020,3,1,0,0,0.541,0.18,0.0,0.0,34,15,0.006,0.003
875,Finland,64.0,26.0,1/3/2020,3,0,0,0,0.541,0.0,0.0,0.0,50,16,0.009,0.003
876,Finland,64.0,26.0,4/3/2020,7,1,0,0,1.263,0.18,0.0,0.0,186,85,0.034,0.015
877,Finland,64.0,26.0,6/3/2020,12,5,0,0,2.166,0.902,0.0,0.0,371,105,0.067,0.019
878,Finland,64.0,26.0,7/3/2020,19,7,0,0,3.429,1.263,0.0,0.0,391,20,0.071,0.004
879,Finland,64.0,26.0,9/3/2020,30,11,0,0,5.414,1.985,0.0,0.0,527,122,0.095,0.022
880,Finland,64.0,26.0,10/3/2020,40,10,0,0,7.219,1.805,0.0,0.0,655,128,0.118,0.023
881,Finland,64.0,26.0,12/3/2020,59,19,0,0,10.648,3.429,0.0,0.0,1167,349,0.211,0.063
882,Finland,64.0,26.0,13/3/2020,155,96,0,0,27.975,17.326,0.0,0.0,1576,409,0.284,0.074
883,Finland,64.0,26.0,14/3/2020,183,28,0,0,33.028,5.053,0.0,0.0,2162,586,0.39,0.106
884,Finland,64.0,26.0,15/3/2020,210,27,0,0,37.901,4.873,0.0,0.0,2806,644,0.506,0.116
885,Finland,64.0,26.0,16/3/2020,267,57,0,0,48.189,10.287,0.0,0.0,3618,812,0.653,0.147
886,Finland,64.0,26.0,17/3/2020,272,5,0,0,49.091,0.902,0.0,0.0,4735,1117,0.855,0.202
887,Finland,64.0,26.0,18/3/2020,319,47,0,0,57.574,8.483,0.0,0.0,5750,1015,1.038,0.183
888,Finland,64.0,26.0,19/3/2020,369,50,0,0,66.598,9.024,0.0,0.0,6526,776,1.178,0.14
889,Finland,64.0,26.0,20/3/2020,400,31,0,0,72.193,5.595,0.0,0.0,7794,1268,1.407,0.229
890,Finland,64.0,26.0,21/3/2020,450,50,0,0,81.217,9.024,0.0,0.0,9389,1595,1.695,0.288
891,Finland,64.0,26.0,22/3/2020,521,71,1,1,94.031,12.814,0.18,0.18,10441,1052,1.884,0.19
892,Finland,64.0,26.0,23/3/2020,626,105,1,0,112.982,18.951,0.18,0.0,11760,1319,2.122,0.238
893,Finland,64.0,26.0,24/3/2020,700,74,1,0,126.337,13.356,0.18,0.0,13339,1579,2.407,0.285
894,Finland,64.0,26.0,25/3/2020,792,92,1,0,142.942,16.604,0.18,0.0,15188,1849,2.741,0.334
895,Finland,64.0,26.0,26/3/2020,880,88,3,2,158.824,15.882,0.541,0.361,17025,1837,3.073,0.332
896,Finland,64.0,26.0,27/3/2020,958,78,4,1,172.902,14.078,0.722,0.18,19030,2005,3.435,0.362
897,Finland,64.0,26.0,28/3/2020,1025,67,7,3,184.994,12.092,1.263,0.541,20237,1207,3.652,0.218
898,Finland,64.0,26.0,29/3/2020,1218,193,9,2,219.827,34.833,1.624,0.361,20820,583,3.758,0.105
899,Finland,64.0,26.0,30/3/2020,1218,0,11,2,219.827,0.0,1.985,0.361,21901,1081,3.953,0.195
900,Finland,64.0,26.0,31/3/2020,1313,95,13,2,236.973,17.146,2.346,0.361,22986,1085,4.149,0.196
901,Finland,64.0,26.0,1/4/2020,1384,71,17,4,249.787,12.814,3.068,0.722,24553,1567,4.431,0.283
902,Finland,64.0,26.0,2/4/2020,1446,62,17,0,260.977,11.19,3.068,0.0,26787,2234,4.835,0.403
903,Finland,64.0,26.0,3/4/2020,1518,72,19,2,273.972,12.995,3.429,0.361,28454,1667,5.135,0.301
904,Finland,64.0,26.0,4/4/2020,1615,97,20,1,291.478,17.507,3.61,0.18,31660,3206,5.714,0.579
905,Finland,64.0,26.0,5/4/2020,1882,267,25,5,339.667,48.189,4.512,0.902,33286,1626,6.008,0.293
906,Finland,64.0,26.0,6/4/2020,1927,45,27,2,347.789,8.122,4.873,0.361,35214,1928,6.355,0.348
907,Finland,64.0,26.0,7/4/2020,2176,249,27,0,392.729,44.94,4.873,0.0,37293,2079,6.731,0.375
908,Finland,64.0,26.0,8/4/2020,2308,132,34,7,416.553,23.824,6.136,1.263,40553,3260,7.319,0.588
909,Finland,64.0,26.0,9/4/2020,2487,179,40,6,448.859,32.306,7.219,1.083,42959,2406,7.753,0.434
910,Finland,64.0,26.0,10/4/2020,2605,118,42,2,470.156,21.297,7.58,0.361,46181,3222,8.335,0.582
911,Finland,64.0,26.0,11/4/2020,2769,164,48,6,499.755,29.599,8.663,1.083,47483,1302,8.57,0.235
912,Finland,64.0,26.0,12/4/2020,2905,136,49,1,524.3,24.546,8.844,0.18,49058,1575,8.854,0.284
913,Finland,64.0,26.0,13/4/2020,2974,69,56,7,536.754,12.453,10.107,1.263,49962,904,9.017,0.163
914,Finland,64.0,26.0,14/4/2020,3064,90,59,3,552.997,16.243,10.648,0.541,51123,1161,9.227,0.21
915,Finland,64.0,26.0,15/4/2020,3161,97,64,5,570.504,17.507,11.551,0.902,53394,2271,9.637,0.41
916,Finland,64.0,26.0,16/4/2020,3237,76,72,8,584.22,13.717,12.995,1.444,56824,3430,10.256,0.619
917,Finland,64.0,26.0,17/4/2020,3369,132,75,3,608.044,23.824,13.536,0.541,59501,2677,10.739,0.483
918,Finland,64.0,26.0,18/4/2020,3489,120,82,7,629.702,21.658,14.8,1.263,63051,3550,11.38,0.641
919,Finland,64.0,26.0,19/4/2020,3681,192,90,8,664.354,34.653,16.243,1.444,65357,2306,11.796,0.416
920,Finland,64.0,26.0,20/4/2020,3783,102,94,4,682.763,18.409,16.965,0.722,67095,1738,12.109,0.314
921,Finland,64.0,26.0,21/4/2020,3868,85,98,4,698.104,15.341,17.687,0.722,70529,3434,12.729,0.62
922,Finland,64.0,26.0,22/4/2020,4014,146,141,43,724.455,26.35,25.448,7.761,74592,4063,13.463,0.733
923,Finland,64.0,26.0,23/4/2020,4129,115,149,8,745.21,20.755,26.892,1.444,78105,3513,14.097,0.634
924,Finland,64.0,26.0,24/4/2020,4284,155,172,23,773.185,27.975,31.043,4.151,82192,4087,14.834,0.738
925,Finland,64.0,26.0,25/4/2020,4395,111,177,5,793.218,20.034,31.945,0.902,85133,2941,15.365,0.531
926,Finland,64.0,26.0,26/4/2020,4475,80,186,9,807.657,14.439,33.57,1.624,87551,2418,15.801,0.436
927,Finland,64.0,26.0,27/4/2020,4576,101,190,4,825.886,18.229,34.292,0.722,89841,2290,16.215,0.413
928,Finland,64.0,26.0,28/4/2020,4695,119,193,3,847.363,21.477,34.833,0.541,92726,2885,16.735,0.521
929,France,46.0,2.0,25/2/2020,12,0,1,0,0.184,0.0,0.015,0.0,146,115,0.002,0.002
930,France,46.0,2.0,26/2/2020,14,2,1,0,0.214,0.031,0.015,0.0,412,266,0.006,0.004
931,France,46.0,2.0,27/2/2020,17,3,2,1,0.26,0.046,0.031,0.015,851,439,0.013,0.007
932,France,46.0,2.0,28/2/2020,38,21,2,0,0.582,0.322,0.031,0.0,1316,465,0.02,0.007
933,France,46.0,2.0,29/2/2020,57,19,2,0,0.873,0.291,0.031,0.0,1902,586,0.029,0.009
934,France,46.0,2.0,1/3/2020,100,43,2,0,1.532,0.659,0.031,0.0,2451,549,0.038,0.008
935,France,46.0,2.0,2/3/2020,130,30,2,0,1.992,0.46,0.031,0.0,2887,436,0.044,0.007
936,France,46.0,2.0,3/3/2020,178,48,3,1,2.727,0.735,0.046,0.015,3594,707,0.055,0.011
937,France,46.0,2.0,4/3/2020,212,34,4,1,3.248,0.521,0.061,0.015,4803,1209,0.074,0.019
938,France,46.0,2.0,5/3/2020,285,73,4,0,4.366,1.118,0.061,0.0,6046,1243,0.093,0.019
939,France,46.0,2.0,6/3/2020,423,138,7,3,6.48,2.114,0.107,0.046,7695,1649,0.118,0.025
940,France,46.0,2.0,7/3/2020,613,190,9,2,9.391,2.911,0.138,0.031,9495,1800,0.145,0.028
941,France,46.0,2.0,8/3/2020,716,103,10,1,10.969,1.578,0.153,0.015,11071,1576,0.17,0.024
942,France,46.0,2.0,9/3/2020,1126,410,19,9,17.25,6.281,0.291,0.138,12667,1596,0.194,0.024
943,France,46.0,2.0,10/3/2020,1412,286,30,11,21.632,4.382,0.46,0.169,15018,2351,0.23,0.036
944,United Kingdom,54.0,-2.0,26/1/2020,0,0,0,0,0.0,0.0,0.0,0.0,52,21,0.001,0.0
945,United Kingdom,54.0,-2.0,27/1/2020,0,0,0,0,0.0,0.0,0.0,0.0,73,21,0.001,0.0
946,United Kingdom,54.0,-2.0,28/1/2020,0,0,0,0,0.0,0.0,0.0,0.0,97,24,0.001,0.0
947,United Kingdom,54.0,-2.0,29/1/2020,0,0,0,0,0.0,0.0,0.0,0.0,130,33,0.002,0.0
948,United Kingdom,54.0,-2.0,30/1/2020,0,0,0,0,0.0,0.0,0.0,0.0,161,31,0.002,0.0
949,United Kingdom,54.0,-2.0,31/1/2020,2,2,0,0,0.029,0.029,0.0,0.0,177,16,0.003,0.0
950,United Kingdom,54.0,-2.0,1/2/2020,2,0,0,0,0.029,0.0,0.0,0.0,203,26,0.003,0.0
951,United Kingdom,54.0,-2.0,2/2/2020,2,0,0,0,0.029,0.0,0.0,0.0,266,63,0.004,0.001
952,United Kingdom,54.0,-2.0,3/2/2020,2,0,0,0,0.029,0.0,0.0,0.0,326,60,0.005,0.001
953,United Kingdom,54.0,-2.0,4/2/2020,2,0,0,0,0.029,0.0,0.0,0.0,416,90,0.006,0.001
954,United Kingdom,54.0,-2.0,5/2/2020,2,0,0,0,0.029,0.0,0.0,0.0,468,52,0.007,0.001
955,United Kingdom,54.0,-2.0,6/2/2020,2,0,0,0,0.029,0.0,0.0,0.0,566,98,0.008,0.001
956,United Kingdom,54.0,-2.0,7/2/2020,3,1,0,0,0.044,0.015,0.0,0.0,620,54,0.009,0.001
957,United Kingdom,54.0,-2.0,8/2/2020,3,0,0,0,0.044,0.0,0.0,0.0,686,66,0.01,0.001
958,United Kingdom,54.0,-2.0,9/2/2020,4,1,0,0,0.059,0.015,0.0,0.0,795,109,0.012,0.002
959,United Kingdom,54.0,-2.0,10/2/2020,4,0,0,0,0.059,0.0,0.0,0.0,1114,319,0.016,0.005
960,United Kingdom,54.0,-2.0,11/2/2020,8,4,0,0,0.118,0.059,0.0,0.0,1358,244,0.02,0.004
961,United Kingdom,54.0,-2.0,12/2/2020,8,0,0,0,0.118,0.0,0.0,0.0,1758,400,0.026,0.006
962,United Kingdom,54.0,-2.0,13/2/2020,9,1,0,0,0.133,0.015,0.0,0.0,2521,763,0.037,0.011
963,United Kingdom,54.0,-2.0,14/2/2020,9,0,0,0,0.133,0.0,0.0,0.0,2964,443,0.044,0.007
964,United Kingdom,54.0,-2.0,15/2/2020,9,0,0,0,0.133,0.0,0.0,0.0,2992,28,0.044,0.0
965,United Kingdom,54.0,-2.0,16/2/2020,9,0,0,0,0.133,0.0,0.0,0.0,3109,117,0.046,0.002
966,United Kingdom,54.0,-2.0,17/2/2020,9,0,0,0,0.133,0.0,0.0,0.0,4501,1392,0.066,0.021
967,United Kingdom,54.0,-2.0,18/2/2020,9,0,0,0,0.133,0.0,0.0,0.0,4916,415,0.072,0.006
968,United Kingdom,54.0,-2.0,19/2/2020,9,0,0,0,0.133,0.0,0.0,0.0,5207,291,0.077,0.004
969,United Kingdom,54.0,-2.0,20/2/2020,9,0,0,0,0.133,0.0,0.0,0.0,5549,342,0.082,0.005
970,United Kingdom,54.0,-2.0,21/2/2020,9,0,0,0,0.133,0.0,0.0,0.0,5885,336,0.087,0.005
971,United Kingdom,54.0,-2.0,22/2/2020,9,0,0,0,0.133,0.0,0.0,0.0,6152,267,0.091,0.004
972,United Kingdom,54.0,-2.0,23/2/2020,9,0,0,0,0.133,0.0,0.0,0.0,6324,172,0.093,0.003
973,United Kingdom,54.0,-2.0,24/2/2020,13,4,0,0,0.191,0.059,0.0,0.0,6536,212,0.096,0.003
974,United Kingdom,54.0,-2.0,25/2/2020,13,0,0,0,0.191,0.0,0.0,0.0,6795,259,0.1,0.004
975,United Kingdom,54.0,-2.0,26/2/2020,13,0,0,0,0.191,0.0,0.0,0.0,7132,337,0.105,0.005
976,United Kingdom,54.0,-2.0,27/2/2020,13,0,0,0,0.191,0.0,0.0,0.0,7690,558,0.113,0.008
977,United Kingdom,54.0,-2.0,28/2/2020,16,3,0,0,0.236,0.044,0.0,0.0,8986,1296,0.132,0.019
978,United Kingdom,54.0,-2.0,29/2/2020,18,2,0,0,0.265,0.029,0.0,0.0,10483,1497,0.154,0.022
979,United Kingdom,54.0,-2.0,1/3/2020,23,5,0,0,0.339,0.074,0.0,0.0,11750,1267,0.173,0.019
980,United Kingdom,54.0,-2.0,2/3/2020,36,13,0,0,0.53,0.191,0.0,0.0,13525,1775,0.199,0.026
981,United Kingdom,54.0,-2.0,3/3/2020,40,4,0,0,0.589,0.059,0.0,0.0,13911,386,0.205,0.006
982,United Kingdom,54.0,-2.0,4/3/2020,51,11,0,0,0.751,0.162,0.0,0.0,16659,2748,0.245,0.04
983,United Kingdom,54.0,-2.0,5/3/2020,85,34,0,0,1.252,0.501,0.0,0.0,18083,1424,0.266,0.021
984,United Kingdom,54.0,-2.0,6/3/2020,115,30,1,1,1.694,0.442,0.015,0.015,20338,2255,0.3,0.033
985,United Kingdom,54.0,-2.0,7/3/2020,163,48,1,0,2.401,0.707,0.015,0.0,21460,1122,0.316,0.017
986,United Kingdom,54.0,-2.0,8/3/2020,206,43,2,1,3.034,0.633,0.029,0.015,23513,2053,0.346,0.03
987,United Kingdom,54.0,-2.0,9/3/2020,273,67,3,1,4.021,0.987,0.044,0.015,24960,1447,0.368,0.021
988,United Kingdom,54.0,-2.0,10/3/2020,321,48,5,2,4.729,0.707,0.074,0.029,26261,1301,0.387,0.019
989,United Kingdom,54.0,-2.0,11/3/2020,373,52,6,1,5.495,0.766,0.088,0.015,27476,1215,0.405,0.018
990,United Kingdom,54.0,-2.0,12/3/2020,456,83,6,0,6.717,1.223,0.088,0.0,29764,2288,0.438,0.034
991,United Kingdom,54.0,-2.0,13/3/2020,590,134,10,4,8.691,1.974,0.147,0.059,32771,3007,0.483,0.044
992,United Kingdom,54.0,-2.0,14/3/2020,707,117,10,0,10.415,1.723,0.147,0.0,37746,4975,0.556,0.073
993,United Kingdom,54.0,-2.0,15/3/2020,1140,433,21,11,16.793,6.378,0.309,0.162,40279,2533,0.593,0.037
994,United Kingdom,54.0,-2.0,16/3/2020,1391,251,35,14,20.49,3.697,0.516,0.206,44105,3826,0.65,0.056
995,United Kingdom,54.0,-2.0,17/3/2020,1543,152,55,20,22.729,2.239,0.81,0.295,50442,6337,0.743,0.093
996,United Kingdom,54.0,-2.0,18/3/2020,1950,407,60,5,28.725,5.995,0.884,0.074,56221,5779,0.828,0.085
997,United Kingdom,54.0,-2.0,19/3/2020,2630,680,103,43,38.741,10.017,1.517,0.633,64621,8400,0.952,0.124
998,United Kingdom,54.0,-2.0,20/3/2020,3277,647,144,41,48.272,9.531,2.121,0.604,66976,2355,0.987,0.035
999,United Kingdom,54.0,-2.0,21/3/2020,3983,706,177,33,58.672,10.4,2.607,0.486,72818,5842,1.073,0.086
1000,United Kingdom,54.0,-2.0,22/3/2020,5018,1035,233,56,73.918,15.246,3.432,0.825,78340,5522,1.154,0.081
1001,United Kingdom,54.0,-2.0,23/3/2020,5683,665,281,48,83.714,9.796,4.139,0.707,83945,5605,1.237,0.083
1002,United Kingdom,54.0,-2.0,24/3/2020,6650,967,335,54,97.958,14.244,4.935,0.795,90436,6491,1.332,0.096
1003,United Kingdom,54.0,-2.0,25/3/2020,8077,1427,422,87,118.979,21.021,6.216,1.282,97019,6583,1.429,0.097
1004,United Kingdom,54.0,-2.0,26/3/2020,9529,1452,463,41,140.368,21.389,6.82,0.604,104866,7847,1.545,0.116
1005,United Kingdom,54.0,-2.0,27/3/2020,11658,2129,578,115,171.729,31.361,8.514,1.694,113777,8911,1.676,0.131
1006,United Kingdom,54.0,-2.0,28/3/2020,14543,2885,759,181,214.227,42.498,11.181,2.666,120776,6999,1.779,0.103
1007,United Kingdom,54.0,-2.0,29/3/2020,17089,2546,1019,260,251.731,37.504,15.01,3.83,127737,6961,1.882,0.103
1008,United Kingdom,54.0,-2.0,30/3/2020,19522,2433,1228,209,287.57,35.839,18.089,3.079,134946,7209,1.988,0.106
1009,United Kingdom,54.0,-2.0,31/3/2020,22141,2619,1408,180,326.15,38.579,20.741,2.652,143186,8240,2.109,0.121
1010,United Kingdom,54.0,-2.0,1/4/2020,25150,3009,1789,381,370.474,44.324,26.353,5.612,152979,9793,2.253,0.144
1011,United Kingdom,54.0,-2.0,2/4/2020,29474,4324,2532,743,434.169,63.695,37.298,10.945,163194,10215,2.404,0.15
1012,United Kingdom,54.0,-2.0,3/4/2020,33718,4244,2921,389,496.686,62.517,43.028,5.73,173784,10590,2.56,0.156
1013,United Kingdom,54.0,-2.0,4/4/2020,38168,4450,3605,684,562.237,65.551,53.104,10.076,183190,9406,2.698,0.139
1014,United Kingdom,54.0,-2.0,5/4/2020,41903,3735,4313,708,617.255,55.019,63.533,10.429,195524,12334,2.88,0.182
1015,United Kingdom,54.0,-2.0,6/4/2020,47806,5903,4934,621,704.21,86.955,72.681,9.148,208837,13313,3.076,0.196
1016,United Kingdom,54.0,-2.0,7/4/2020,51608,3802,5373,439,760.216,56.006,79.147,6.467,213181,4344,3.14,0.064
1017,United Kingdom,54.0,-2.0,8/4/2020,55242,3634,6159,786,813.747,53.531,90.726,11.578,232708,12959,3.428,0.191
1018,United Kingdom,54.0,-2.0,9/4/2020,60733,5491,7097,938,894.632,80.886,104.543,13.817,243421,10713,3.586,0.158
1019,United Kingdom,54.0,-2.0,10/4/2020,65077,4344,7978,881,958.622,63.99,117.521,12.978,256605,13543,3.78,0.199
1020,United Kingdom,54.0,-2.0,11/4/2020,70272,5195,8958,980,1035.147,76.525,131.957,14.436,269598,12993,3.971,0.191
1021,United Kingdom,54.0,-2.0,12/4/2020,78991,8719,9875,917,1163.583,128.436,145.464,13.508,282374,12776,4.16,0.188
1022,United Kingdom,54.0,-2.0,13/4/2020,84279,5288,10612,737,1241.478,77.895,156.321,10.856,290720,10745,4.282,0.158
1023,United Kingdom,54.0,-2.0,14/4/2020,88621,4342,11329,717,1305.438,63.96,166.883,10.562,302599,11879,4.457,0.175
1024,United Kingdom,54.0,-2.0,15/4/2020,93873,5252,12107,778,1382.803,77.365,178.343,11.46,313769,11170,4.622,0.165
1025,United Kingdom,54.0,-2.0,16/4/2020,98476,4603,12868,761,1450.608,67.805,189.553,11.21,327608,13839,4.826,0.204
1026,United Kingdom,54.0,-2.0,17/4/2020,103093,4617,13729,861,1518.619,68.011,202.236,12.683,341551,13943,5.031,0.205
1027,United Kingdom,54.0,-2.0,18/4/2020,108692,5599,14576,847,1601.096,82.476,214.713,12.477,357023,15472,5.259,0.228
1028,United Kingdom,54.0,-2.0,19/4/2020,114217,5525,15464,888,1682.482,81.386,227.794,13.081,372967,15944,5.494,0.235
1029,United Kingdom,54.0,-2.0,20/4/2020,120067,5850,16060,596,1768.656,86.174,236.573,8.779,386044,14106,5.687,0.208
1030,United Kingdom,54.0,-2.0,21/4/2020,124743,4676,16509,449,1837.536,68.88,243.187,6.614,397670,11626,5.858,0.171
1031,United Kingdom,54.0,-2.0,22/4/2020,129044,4301,17337,828,1900.893,63.356,255.384,12.197,411192,13522,6.057,0.199
1032,United Kingdom,54.0,-2.0,23/4/2020,133495,4451,18100,763,1966.458,65.566,266.623,11.239,425821,14629,6.273,0.215
