geo_name|internal_point_lat|internal_point_lon
Hamilton County|40.0498703|-86.0205856
Hancock County|39.8226041|-85.7729036
Harrison County|38.1864398|-86.1036808
Hendricks County|39.7687487|-86.5102865
Henry County|39.9295760|-85.3973378
Howard County|40.4835368|-86.1141178
Huntington County|40.8263938|-85.4785975
Jackson County|38.9119571|-86.0425161
Jasper County|41.0176883|-87.1188137
Jay County|40.4349719|-85.0033804
Jefferson County|38.7836039|-85.4400900
Jennings County|38.9962339|-85.6281106
Johnson County|39.4959859|-86.0946003
Knox County|38.6886629|-87.4201823
Kosciusko County|41.2442928|-85.8615754
LaGrange County|41.6424683|-85.4263018
Lake County|41.4722388|-87.3743368
LaPorte County|41.5490111|-86.7447293
Lawrence County|38.8398148|-86.4878198
Madison County|40.1662030|-85.7224543
Marion County|39.7829759|-86.1357939
Marshall County|41.3250032|-86.2690363
Martin County|38.7053220|-86.8018468
Miami County|40.7728813|-86.0442585
Monroe County|39.1607509|-86.5233253
Montgomery County|40.0402962|-86.8927145
Morgan County|39.4826458|-86.4474573
Newton County|40.9623985|-87.4021716
Noble County|41.4007941|-85.4178497
Ohio County|38.9405270|-84.9642994
Orange County|38.5473812|-86.4892570
Owen County|39.3173394|-86.8388453
Parke County|39.7742496|-87.1969502
Perry County|38.0814361|-86.6265397
Pike County|38.3978982|-87.2325320
Porter County|41.5099220|-87.0713082
Posey County|38.0276138|-87.8686526
Pulaski County|41.0452718|-86.6925383
Putnam County|39.6655445|-86.8533250
Randolph County|40.1644141|-85.0050040
Ripley County|39.1002301|-85.2605409
Rush County|39.6223123|-85.4665265
St. Joseph County|41.6176989|-86.2881592
Scott County|38.6794309|-85.7518981
Shelby County|39.5241345|-85.7921742
Spencer County|38.0097889|-87.0106449
Starke County|41.2832203|-86.6475698
Steuben County|41.6434372|-85.0024667
Sullivan County|39.0892251|-87.4158429
Switzerland County|38.8258455|-85.0296787
Tippecanoe County|40.3892597|-86.8939426
Tipton County|40.3102294|-86.0562066
Union County|39.6231109|-84.9251523
Vanderburgh County|38.0200703|-87.5861659
Vermillion County|39.8540452|-87.4620713
Vigo County|39.4291426|-87.3903754
Wabash County|40.8437166|-85.7951745
Warren County|40.3526584|-87.3758466
Warrick County|38.0977639|-87.2720225
Washington County|38.6006125|-86.1047514
Wayne County|39.8630908|-85.0067352
Wells County|40.7352727|-85.2129742
White County|40.7509496|-86.8642934
Whitley County|41.1364261|-85.5018918
Adair County|41.3285283|-94.4781643
Adams County|41.0216555|-94.6969059
Allamakee County|43.2749637|-91.3827510
Appanoose County|40.7446826|-92.8703450
Audubon County|41.6791780|-94.9043119
Benton County|42.0925474|-92.0576300
Black Hawk County|42.4728884|-92.3060590
Boone County|42.0386005|-93.9391375
Bremer County|42.7808902|-92.3275863
Buchanan County|42.4703284|-91.8386658
Buena Vista County|42.7415220|-95.1414325
Butler County|42.7347076|-92.7800664
Calhoun County|42.3861699|-94.6436829
Carroll County|42.0394920|-94.8676471
Cass County|41.3338235|-94.9333023
Cedar County|41.7723547|-91.1321900
Cerro Gordo County|43.0751708|-93.2512660
Cherokee County|42.7427375|-95.6332616
Chickasaw County|43.0597409|-92.3172101
Clarke County|41.0291908|-93.7840961
Clay County|43.0798220|-95.1497261
Clayton County|42.8409979|-91.3235108
Clinton County|41.8980732|-90.5342431
Crawford County|42.0431192|-95.3890903
Dallas County|41.6853206|-94.0407065
Davis County|40.7480892|-92.4103453
Decatur County|40.7363787|-93.7845799
Delaware County|42.4730031|-91.3594425
Des Moines County|40.9153392|-91.1869253
Dickinson County|43.3896107|-95.1960572
Dubuque County|42.4634808|-90.8787708
Emmet County|43.3779844|-94.6693702
Fayette County|42.8644496|-91.8393728
Floyd County|43.0527410|-92.7873669
Franklin County|42.7365489|-93.2714247
Fremont County|40.7437257|-95.5995159
Greene County|42.0424940|-94.3887028
Grundy County|42.4033232|-92.7902613
Guthrie County|41.6835728|-94.5012723
Hamilton County|42.3907681|-93.7091980
Hancock County|43.0754105|-93.7436965
Hardin County|42.3899554|-93.2410810
Harrison County|41.6885844|-95.8271491
Henry County|40.9858640|-91.5442697
Howard County|43.3653125|-92.3219084
Humboldt County|42.7822212|-94.2027754
Ida County|42.3918601|-95.5074206
Iowa County|41.6839184|-92.0591226
Jackson County|42.1642812|-90.5745965
Jasper County|41.6856863|-93.0529712
Jefferson County|41.0068799|-91.9671367
Johnson County|41.6687365|-91.5888122
Jones County|42.1251175|-91.1169141
Keokuk County|41.3311823|-92.1677213
Kossuth County|43.2124777|-94.2139830
Lee County|40.6475875|-91.4771574
Linn County|42.0779506|-91.5976735
Louisa County|41.2182111|-91.2569936
Lucas County|41.0333440|-93.3314666
Lyon County|43.3835796|-96.2072011
Madison County|41.3306216|-94.0151842
Mahaska County|41.3307969|-92.6363663
Marion County|41.3314552|-93.0938490
Marshall County|42.0416910|-92.9814523
Mills County|41.0337028|-95.6191010
Mitchell County|43.3485643|-92.7844663
Monona County|42.0494317|-95.9565661
Monroe County|41.0288473|-92.8696415
Montgomery County|41.0217348|-95.1577896
Muscatine County|41.4837760|-91.1186992
O'Brien County|43.0837455|-95.6256244
Osceola County|43.3785421|-95.6337878
Page County|40.7390902|-95.1442898
Palo Alto County|43.0758537|-94.6672965
Plymouth County|42.7375854|-96.2158638
Pocahontas County|42.7340333|-94.6782789
Polk County|41.6842807|-93.5697204
Pottawattamie County|41.3401835|-95.5449053
Poweshiek County|41.6845262|-92.5228819
Ringgold County|40.7353342|-94.2442514
Sac County|42.3875259|-95.1052244
Scott County|41.6416793|-90.6222899
Shelby County|41.6790143|-95.3089173
Sioux County|43.0828542|-96.1779289
Story County|42.0375379|-93.4660934
Tama County|42.0748481|-92.5294115
Taylor County|40.7379489|-94.6971082
Union County|41.0285502|-94.2450907
Van Buren County|40.7541168|-91.9529430
Wapello County|41.0312631|-92.4094822
Warren County|41.3367685|-93.5643662
Washington County|41.3294011|-91.7250523
Wayne County|40.7399827|-93.3326126
Webster County|42.4343970|-94.1791565
Winnebago County|43.3781243|-93.7434883
Winneshiek County|43.2929889|-91.8507880
Woodbury County|42.3932198|-96.0532956
Worth County|43.3734910|-93.2485332
Wright County|42.7330073|-93.7347352
Allen County|37.8842285|-95.3009448
Anderson County|38.2151139|-95.2920464
Atchison County|39.5325441|-95.3133975
Barber County|37.2229059|-98.6850520
Barton County|38.4812394|-98.7678374
Bourbon County|37.8560997|-94.8509284
Brown County|39.8259308|-95.5699047
Butler County|37.7736811|-96.8387616
Chase County|38.2985525|-96.5940642
Chautauqua County|37.1542592|-96.2453962
Cherokee County|37.1693922|-94.8456975
Cheyenne County|39.7892558|-101.7273018
Clark County|37.2338311|-99.8138686
Clay County|39.3449643|-97.1688527
Cloud County|39.4873286|-97.6413898
Coffey County|38.2364502|-95.7291373
Comanche County|37.1890712|-99.2540887
Cowley County|37.2345068|-96.8372468
Crawford County|37.5056283|-94.8539407
Decatur County|39.7835420|-100.4597084
Dickinson County|38.8677353|-97.1579434
Doniphan County|39.7885021|-95.1472253
Douglas County|38.8965726|-95.2905294
Edwards County|37.8835945|-99.3047457
Elk County|37.4560259|-96.2446421
Ellis County|38.9145957|-99.3173291
Ellsworth County|38.7008451|-98.2053552
Finney County|38.0498552|-100.7399289
Ford County|37.6883653|-99.8847340
Franklin County|38.5580187|-95.2789618
Geary County|39.0021553|-96.7680381
Gove County|38.9172385|-100.4873598
Graham County|39.3494451|-99.8809524
Grant County|37.5475370|-101.2993622
Gray County|37.7445134|-100.4517163
Greeley County|38.4804076|-101.8059837
Greenwood County|37.8786589|-96.2422317
Hamilton County|37.9952438|-101.7936887
Harper County|37.1881840|-98.0665900
Harvey County|38.0501436|-97.4367065
Haskell County|37.5585504|-100.8768686
Hodgeman County|38.0874927|-99.8984067
Jackson County|39.4109892|-95.7945092
Jefferson County|39.2396440|-95.3753140
Jewell County|39.7770098|-98.2225842
Johnson County|38.8839065|-94.8223295
Kearny County|37.9944614|-101.3081363
Kingman County|37.5529509|-98.1445285
Kiowa County|37.5612311|-99.2865389
Labette County|37.1914676|-95.2974732
Lane County|38.4812863|-100.4661853
Leavenworth County|39.1895108|-95.0389770
Lincoln County|39.0472763|-98.2142650
Linn County|38.2165494|-94.8449321
Logan County|38.9132695|-101.1574069
Lyon County|38.4554978|-96.1615888
McPherson County|38.3958120|-97.6474893
Marion County|38.3596474|-97.1027707
Marshall County|39.7827091|-96.5212426
Meade County|37.2438862|-100.3600936
Miami County|38.5667718|-94.8329626
Mitchell County|39.3930256|-98.2073621
Montgomery County|37.1895369|-95.7424028
Morris County|38.6876956|-96.6449046
Morton County|37.1852495|-101.8095163
Nemaha County|39.7910427|-96.0053805
Neosho County|37.5642833|-95.3156826
Ness County|38.4804369|-99.9087452
Norton County|39.7838666|-99.8992352
Osage County|38.6497056|-95.7272747
Osborne County|39.3486494|-98.7678759
Ottawa County|39.1379632|-97.6548025
Pawnee County|38.1828730|-99.2321540
Phillips County|39.7845058|-99.3421498
Pottawatomie County|39.3821868|-96.3371126
Pratt County|37.6475943|-98.7401199
Rawlins County|39.7861975|-101.0767378
Reno County|37.9481849|-98.0783463
Republic County|39.8289103|-97.6509213
Rice County|38.3471776|-98.2014154
Riley County|39.2912114|-96.7274889
Rooks County|39.3460064|-99.3244921
Rush County|38.5235917|-99.3091827
Russell County|38.9168388|-98.7656381
Saline County|38.7863268|-97.6501534
Scott County|38.4818768|-100.9063604
Sedgwick County|37.6838070|-97.4594505
Seward County|37.1805849|-100.8547406
Shawnee County|39.0418052|-95.7556639
Sheridan County|39.3505425|-100.4412056
Sherman County|39.3513521|-101.7198590
Smith County|39.7846603|-98.7854295
Stafford County|38.0356303|-98.7198888
Stanton County|37.5659319|-101.7893829
Stevens County|37.2023561|-101.3157956
Sumner County|37.2366630|-97.4933494
Thomas County|39.3577058|-101.0834385
Trego County|38.9213022|-99.8654230
Wabaunsee County|38.9551537|-96.2012619
Wallace County|38.9266259|-101.7711031
Washington County|39.7767142|-97.0956108
Wichita County|38.4819222|-101.3474341
Wilson County|37.5585146|-95.7451749
Woodson County|37.8884836|-95.7575533
Wyandotte County|39.1153842|-94.7630866
Adair County|37.1055413|-85.2814005
Allen County|36.7507703|-86.1924580
Anderson County|38.0053963|-84.9864171
Ballard County|37.0511196|-89.0091777
Barren County|36.9636142|-85.9249900
Bath County|38.1522485|-83.7376405
Bell County|36.7226801|-83.6810456
Boone County|38.9745952|-84.7314442
Bourbon County|38.2025623|-84.2098602
Boyd County|38.3600037|-82.6814063
Boyle County|37.6182001|-84.8730164
Bracken County|38.6785230|-84.1003549
Breathitt County|37.5211779|-83.3224008
Breckinridge County|37.7781094|-86.4328289
Bullitt County|37.9695717|-85.7030364
Butler County|37.2070133|-86.6824707
Caldwell County|37.1486431|-87.8705100
Calloway County|36.6209783|-88.2740857
Campbell County|38.9469811|-84.3795832
Carlisle County|36.8577260|-88.9757570
Carroll County|38.6682836|-85.1240829
Carter County|38.3095549|-83.0488208
Casey County|37.3219623|-84.9282195
Christian County|36.8933877|-87.4935542
Clark County|37.9701332|-84.1449740
Clay County|37.1644658|-83.7107629
Clinton County|36.7291241|-85.1534986
Crittenden County|37.3581494|-88.1050103
Cumberland County|36.7842273|-85.3934992
Daviess County|37.7316710|-87.0871390
Edmonson County|37.2278556|-86.2177780
Elliott County|38.1164254|-83.0975408
Estill County|37.6924599|-83.9639272
Fayette County|38.0401572|-84.4584429
Fleming County|38.3684311|-83.7061517
Floyd County|37.5582827|-82.7403367
Franklin County|38.2349190|-84.8687863
Fulton County|36.5526198|-89.1877226
Gallatin County|38.7601837|-84.8621143
Garrard County|37.6301619|-84.5458557
Grant County|38.6492099|-84.6259458
Graves County|36.7233435|-88.6498974
Grayson County|37.4585771|-86.3440113
Green County|37.2696366|-85.5614029
Greenup County|38.5635956|-82.9338325
Hancock County|37.8433887|-86.7927726
Hardin County|37.6958356|-85.9631827
Harlan County|36.8592233|-83.2214968
Harrison County|38.4434891|-84.3327961
Hart County|37.3138562|-85.8819945
Henderson County|37.7925421|-87.5725767
Henry County|38.4515607|-85.1200786
Hickman County|36.6759160|-88.9720197
Hopkins County|37.3110702|-87.5421956
Jackson County|37.4033198|-84.0206858
Jefferson County|38.1895327|-85.6576239
Jessamine County|37.8732908|-84.5839603
Johnson County|37.8492599|-82.8306393
Kenton County|38.9304771|-84.5334920
Knott County|37.3547030|-82.9491376
Knox County|36.8874758|-83.8556299
Larue County|37.5455181|-85.6972088
Laurel County|37.1132678|-84.1193951
Lawrence County|38.0744587|-82.7383054
Lee County|37.6053832|-83.7184968
Leslie County|37.0878458|-83.3886162
Letcher County|37.1185034|-82.8611749
Lewis County|38.5320508|-83.3733027
Lincoln County|37.4572565|-84.6580738
Livingston County|37.2095173|-88.3634260
Logan County|36.8598288|-86.8814363
Lyon County|37.0239759|-88.0833909
McCracken County|37.0536877|-88.7123775
McCreary County|36.7311363|-84.4910515
McLean County|37.5305746|-87.2629312
Madison County|37.7235278|-84.2770080
Magoffin County|37.6989535|-83.0697158
Marion County|37.5522465|-85.2692420
Marshall County|36.8820170|-88.3327524
Martin County|37.7967740|-82.5066231
Mason County|38.5940683|-83.8280523
Meade County|37.9674757|-86.2008628
Menifee County|37.9507147|-83.5973453
Mercer County|37.8120851|-84.8796945
Metcalfe County|36.9903940|-85.6295543
Monroe County|36.7140770|-85.7135080
Montgomery County|38.0381379|-83.9123375
Morgan County|37.9229402|-83.2589444
Muhlenberg County|37.2138159|-87.1340919
Nelson County|37.8031876|-85.4659548
Nicholas County|38.3371317|-84.0255542
Ohio County|37.4778588|-86.8448710
Oldham County|38.4000461|-85.4560593
Owen County|38.4996026|-84.8415094
Owsley County|37.4234519|-83.6915664
Pendleton County|38.6907649|-84.3540405
Perry County|37.2412822|-83.2177723
Pike County|37.4820665|-82.4028687
Powell County|37.8103787|-83.8269851
Pulaski County|37.1083118|-84.5799857
Robertson County|38.5138262|-84.0637574
Rockcastle County|37.3612203|-84.3144190
Rowan County|38.2058938|-83.4259690
Russell County|36.9891273|-85.0589762
Scott County|38.2898823|-84.5793760
Shelby County|38.2394260|-85.2283599
Simpson County|36.7408632|-86.5814635
Spencer County|38.0269758|-85.3215250
Taylor County|37.3651061|-85.3266981
Todd County|36.8403384|-87.1836416
Trigg County|36.8076808|-87.8586515
Trimble County|38.6181934|-85.3551709
Union County|37.6580293|-87.9516496
Warren County|36.9956340|-86.4235786
Washington County|37.7542085|-85.1754162
Wayne County|36.8020113|-84.8304404
Webster County|37.5200207|-87.6850951
Whitley County|36.7580209|-84.1445496
Wolfe County|37.7437739|-83.4950678
Woodford County|38.0427886|-84.7481466
Acadia Parish|30.2914970|-92.4110366
Allen Parish|30.6527435|-92.8196052
Ascension Parish|30.2029461|-90.9100234
Assumption Parish|29.8998836|-91.0505282
Avoyelles Parish|31.0850937|-91.9937975
Beauregard Parish|30.6450184|-93.3402526
Bienville Parish|32.3442678|-93.0615128
Bossier Parish|32.6962022|-93.6179774
Caddo Parish|32.5771951|-93.8824228
Calcasieu Parish|30.2295588|-93.3580154
Caldwell Parish|32.1012436|-92.1141796
Cameron Parish|29.8719894|-93.1654370
Catahoula Parish|31.6665170|-91.8467030
Claiborne Parish|32.8275848|-92.9911250
Concordia Parish|31.4698055|-91.6263140
De Soto Parish|32.0592476|-93.7407968
East Baton Rouge Parish|30.5440017|-91.0931740
East Carroll Parish|32.7301699|-91.2341409
East Feliciana Parish|30.8397837|-91.0434338
Evangeline Parish|30.7206932|-92.4040858
Franklin Parish|32.1382785|-91.6721010
Grant Parish|31.5977873|-92.5617156
Iberia Parish|29.6060126|-91.8427057
Iberville Parish|30.2883936|-91.3631498
Jackson Parish|32.3044796|-92.5566722
Jefferson Parish|29.5033000|-90.0362310
Jefferson Davis Parish|30.2695293|-92.8162205
Lafayette Parish|30.2065065|-92.0641700
Lafourche Parish|29.4919925|-90.3948490
La Salle Parish|31.6808355|-92.1618090
Lincoln Parish|32.6011478|-92.6620823
Livingston Parish|30.4404194|-90.7274738
Madison Parish|32.3658243|-91.2407290
Morehouse Parish|32.8200082|-91.8003988
Natchitoches Parish|31.7349824|-93.0861057
Orleans Parish|30.0686361|-89.9390074
Ouachita Parish|32.4774949|-92.1547984
Plaquemines Parish|29.4023370|-89.2984889
Pointe Coupee Parish|30.7083190|-91.6046207
Rapides Parish|31.1932037|-92.5359531
Red River Parish|32.1012125|-93.3490504
Richland Parish|32.4181207|-91.7583745
Sabine Parish|31.5602090|-93.5592284
St. Bernard Parish|29.9181102|-89.2634941
St. Charles Parish|29.9138333|-90.3593144
St. Helena Parish|30.8214232|-90.7093504
St. James Parish|30.0248200|-90.7939556
St. John the Baptist Parish|30.1174706|-90.5046774
St. Landry Parish|30.5834409|-91.9892745
St. Martin Parish|30.1214329|-91.6114814
St. Mary Parish|29.6293488|-91.4638037
St. Tammany Parish|30.4100224|-89.9519622
Tangipahoa Parish|30.6215806|-90.4066332
Tensas Parish|32.0014894|-91.3425760
Terrebonne Parish|29.3332656|-90.8441905
Union Parish|32.8293486|-92.3756501
Vermilion Parish|29.7868716|-92.2900902
Vernon Parish|31.1105625|-93.1815202
Washington Parish|30.8521435|-90.0462534
Webster Parish|32.7321522|-93.3398245
West Baton Rouge Parish|30.4640516|-91.3098080
West Carroll Parish|32.7924797|-91.4519982
West Feliciana Parish|30.8727010|-91.4210081
Winn Parish|31.9411871|-92.6412694
Androscoggin County|44.1676811|-70.2074347
Aroostook County|46.7270567|-68.6494098
Cumberland County|43.8083479|-70.3303753
Franklin County|44.9730124|-70.4447268
Hancock County|44.5649063|-68.3707034
Kennebec County|44.4170119|-69.7657639
Knox County|44.0420446|-69.0385145
Lincoln County|43.9942645|-69.5140292
Oxford County|44.4945850|-70.7346875
Penobscot County|45.3906022|-68.6574869
Piscataquis County|45.9176781|-69.1045476
Sagadahoc County|43.9166939|-69.8439936
Somerset County|45.5074824|-69.9760395
Waldo County|44.5053607|-69.1396775
Washington County|44.9670088|-67.6093542
York County|43.4272386|-70.6704023
Allegany County|39.6123087|-78.7031084
Anne Arundel County|38.9933743|-76.5605111
Baltimore County|39.4431666|-76.6165693
Calvert County|38.5213575|-76.5258639
Caroline County|38.8715312|-75.8316311
Carroll County|39.5631892|-77.0155121
Cecil County|39.5623524|-75.9415843
Charles County|38.4728532|-77.0154272
Dorchester County|38.4291957|-76.0474333
Frederick County|39.4704273|-77.3976265
Garrett County|39.5298710|-79.2694163
Harford County|39.5374292|-76.2997894
Howard County|39.2522639|-76.9244057
Kent County|39.2391765|-76.1242003
Montgomery County|39.1373815|-77.2030633
Prince George's County|38.8258796|-76.8472724
Queen Anne's County|39.0406929|-76.0824053
St. Mary's County|38.2226660|-76.5342705
Somerset County|38.0744501|-75.8533228
Talbot County|38.7494273|-76.1791304
Washington County|39.6036207|-77.8146709
Wicomico County|38.3673888|-75.6322064
Worcester County|38.2221332|-75.3099315
Baltimore city|39.3002135|-76.6105159
Barnstable County|41.7988188|-70.2110827
Berkshire County|42.3753141|-73.2139479
Bristol County|41.7485756|-71.0870622
Dukes County|41.3809392|-70.7015362
Essex County|42.6427110|-70.8651073
Franklin County|42.5837911|-72.5916552
Hampden County|42.1361975|-72.6356476
Hampshire County|42.3394593|-72.6636936
Middlesex County|42.4794770|-71.3965070
Nantucket County|41.3058778|-70.1419099
Norfolk County|42.1697025|-71.1798747
Plymouth County|41.9871959|-70.7419417
Suffolk County|42.3319600|-71.0201725
Worcester County|42.3116934|-71.9402820
Alcona County|44.6825347|-82.8340798
Alger County|47.0800765|-86.5641076
Allegan County|42.5957875|-86.6347446
Alpena County|44.8949540|-83.4265739
Antrim County|45.0054565|-85.1756245
Arenac County|44.0368697|-83.7406754
Baraga County|46.6960684|-88.3560221
Barry County|42.5828109|-85.3145503
Bay County|43.6997112|-83.9787007
Benzie County|44.6486213|-86.4943167
Berrien County|41.7926389|-86.7418216
Branch County|41.9185851|-85.0665229
Calhoun County|42.2429896|-85.0123853
Cass County|41.9162400|-85.9994574
Charlevoix County|45.5131638|-85.4503920
Cheboygan County|45.4761203|-84.4952706
Chippewa County|46.3218192|-84.5206297
Clare County|43.9911368|-84.8383253
Clinton County|42.9504550|-84.5916949
Crawford County|44.6802083|-84.6111321
Delta County|45.8051009|-86.9013728
Dickinson County|46.0128231|-87.8661191
Eaton County|42.5896144|-84.8465237
Emmet County|45.5900944|-84.9868217
Genesee County|43.0210768|-83.7063718
Gladwin County|43.9897504|-84.3898162
Gogebic County|46.4880535|-89.7883140
Grand Traverse County|44.7186875|-85.5538484
Gratiot County|43.2923259|-84.6046900
Hillsdale County|41.8644753|-84.6424093
Houghton County|46.9983053|-88.6520662
Huron County|43.9076160|-82.8570449
Ingham County|42.6035338|-84.3738107
Ionia County|42.9446503|-85.0737660
Iosco County|44.3294820|-82.8494466
Iron County|46.1702489|-88.5404093
Isabella County|43.6452331|-84.8394245
Jackson County|42.2484738|-84.4208679
Kalamazoo County|42.2462657|-85.5328544
Kalkaska County|44.6788808|-85.0889915
Kent County|43.0324971|-85.5474460
Keweenaw County|47.6819813|-88.1488021
Lake County|43.9951867|-85.8113997
Lapeer County|43.0886327|-83.2243247
Leelanau County|45.1461816|-86.0515740
Lenawee County|41.8959147|-84.0668533
Livingston County|42.6025316|-83.9117183
Luce County|46.9406018|-85.5823683
Mackinac County|46.1679807|-85.3037562
Macomb County|42.6714669|-82.9108693
Manistee County|44.3503854|-86.6029672
Marquette County|46.6565965|-87.5840278
Mason County|43.9966363|-86.7508137
Mecosta County|43.6352949|-85.3327509
Menominee County|45.5441740|-87.5098923
Midland County|43.6483780|-84.3792195
Missaukee County|44.3254240|-85.0854708
Monroe County|41.9160970|-83.4871059
Montcalm County|43.3127822|-85.1494679
Montmorency County|45.0241337|-84.1301067
Muskegon County|43.2892579|-86.7518920
Newaygo County|43.5627086|-85.7914227
Oakland County|42.6604518|-83.3842103
Oceana County|43.6472546|-86.8075751
Ogemaw County|44.3332801|-84.1280728
Ontonagon County|47.2166041|-89.5004614
Osceola County|43.9975523|-85.3222825
Oscoda County|44.6851205|-84.1248940
Otsego County|45.0217942|-84.5765966
Ottawa County|42.9423461|-86.6553423
Presque Isle County|45.4895147|-83.3840186
Roscommon County|44.3395168|-84.6112715
Saginaw County|43.3282667|-84.0554100
St. Clair County|42.9288035|-82.6689135
St. Joseph County|41.9114878|-85.5228703
Sanilac County|43.4491547|-82.6428148
Schoolcraft County|46.0207579|-86.1993524
Shiawassee County|42.9515446|-84.1463518
Tuscola County|43.4879024|-83.4366179
Van Buren County|42.2839861|-86.3056965
Washtenaw County|42.2523272|-83.8446336
Wayne County|42.2846636|-83.2619533
Wexford County|44.3313751|-85.5700462
Aitkin County|46.6024464|-93.4197600
Anoka County|45.2741098|-93.2427232
Becker County|46.9376289|-95.7417568
Beltrami County|47.8788247|-94.9866978
Benton County|45.7012268|-94.0014395
Big Stone County|45.4199252|-96.4022263
Blue Earth County|44.0382246|-94.0640707
Brown County|44.2465415|-94.7336472
Carlton County|46.6038184|-92.6710435
Carver County|44.8213808|-93.8005751
Cass County|46.9514271|-94.3337731
Chippewa County|45.0286254|-95.5641082
Chisago County|45.5054439|-92.9038486
Clay County|46.8983772|-96.4949007
Clearwater County|47.5758728|-95.3711169
Cook County|47.5385711|-90.2901903
Cottonwood County|44.0107107|-95.1831303
Crow Wing County|46.4911138|-94.0712125
Dakota County|44.6708928|-93.0624813
Dodge County|44.0207056|-92.8693530
Douglas County|45.9364288|-95.4606101
Faribault County|43.6765219|-93.9472338
Fillmore County|43.6772699|-92.0936807
Freeborn County|43.6742019|-93.3502887
Goodhue County|44.4061779|-92.7160003
Grant County|45.9307426|-96.0106987
Hennepin County|45.0060644|-93.4751846
Houston County|43.6669899|-91.5015556
Hubbard County|47.0955506|-94.9132898
Isanti County|45.5624313|-93.2963388
Itasca County|47.4908429|-93.6131284
Jackson County|43.6730254|-95.1497040
Kanabec County|45.9477598|-93.2977883
Kandiyohi County|45.1527137|-95.0049812
Kittson County|48.7760403|-96.7803493
Koochiching County|48.2454895|-93.7828417
Lac qui Parle County|44.9998550|-96.1768363
Lake County|47.5171114|-91.4117038
Lake of the Woods County|48.7681003|-94.9046335
Le Sueur County|44.3733973|-93.7301797
Lincoln County|44.4082382|-96.2720323
Lyon County|44.4091953|-95.8472678
McLeod County|44.8216437|-94.2723203
Mahnomen County|47.3258424|-95.8107032
Marshall County|48.3627284|-96.3577610
Martin County|43.6771180|-94.5371975
Meeker County|45.1231555|-94.5273460
Mille Lacs County|45.9290434|-93.6329964
Morrison County|46.0204839|-94.2666194
Mower County|43.6662486|-92.7595136
Murray County|44.0155937|-95.7615809
Nicollet County|44.3588195|-94.2456850
Nobles County|43.6776863|-95.7631323
Norman County|47.3294703|-96.4638068
Olmsted County|44.0034295|-92.4067216
Otter Tail County|46.4057250|-95.7145779
Pennington County|48.0692470|-96.0377254
Pine County|46.1009402|-92.7630936
Pipestone County|44.0153614|-96.2570147
Polk County|47.7742536|-96.4000266
Pope County|45.5896228|-95.4467052
Ramsey County|45.0152499|-93.1001408
Red Lake County|47.8654866|-96.0871800
Redwood County|44.4035357|-95.2542415
Renville County|44.7236969|-94.9556169
Rice County|44.3509428|-93.2985032
Rock County|43.6695866|-96.2632376
Roseau County|48.7610655|-95.8215298
St. Louis County|47.5838524|-92.4636448
Scott County|44.6519322|-93.5345530
Sherburne County|45.4431712|-93.7750915
Sibley County|44.5757343|-94.2301232
Stearns County|45.5552345|-94.6104822
Steele County|44.0152607|-93.2204527
Stevens County|45.5934609|-95.9923145
Swift County|45.2754495|-95.6903976
Todd County|46.0665694|-94.9005758
Traverse County|45.7698400|-96.4750489
Wabasha County|44.2896930|-92.2333405
Wadena County|46.5867841|-94.9883305
Waseca County|44.0184598|-93.5898443
Washington County|45.0379290|-92.8901170
Watonwan County|43.9783661|-94.6141282
Wilkin County|46.3623354|-96.4766570
Winona County|43.9822682|-91.7767076
Wright County|45.1750914|-93.9663965
Yellow Medicine County|44.7157358|-95.8627560
Adams County|31.4862176|-91.3517814
Alcorn County|34.8866484|-88.5810139
Amite County|31.2039333|-90.7955421
Attala County|33.0904703|-89.5886221
Benton County|34.8107726|-89.2000291
Bolivar County|33.7992780|-90.8844762
Calhoun County|33.9366339|-89.3371142
Carroll County|33.4407948|-89.9188870
Chickasaw County|33.9216539|-88.9458075
Choctaw County|33.3459637|-89.2513319
Claiborne County|31.9728096|-90.9154239
Clarke County|32.0484478|-88.6859638
Clay County|33.6617336|-88.7833258
Coahoma County|34.2286699|-90.6031650
Copiah County|31.8669151|-90.4487578
Covington County|31.6333310|-89.5488968
DeSoto County|34.8742660|-89.9932400
Forrest County|31.1885802|-89.2594467
Franklin County|31.4777975|-90.8958836
George County|30.8554305|-88.6422679
Greene County|31.2128455|-88.6348108
Grenada County|33.7700310|-89.8027404
Hancock County|30.3914372|-89.4798501
Harrison County|30.4165357|-89.0833762
Hinds County|32.2679235|-90.4658999
Holmes County|33.1259415|-90.0911968
Humphreys County|33.1329783|-90.5239110
Issaquena County|32.7549765|-90.9885518
Itawamba County|34.2810747|-88.3631269
Jackson County|30.4584911|-88.6199906
Jasper County|32.0169894|-89.1194302
Jefferson County|31.7336333|-91.0438779
Jefferson Davis County|31.5647338|-89.8266262
Jones County|31.6210444|-89.1672620
Kemper County|32.7501361|-88.6256306
Lafayette County|34.3492982|-89.4859026
Lamar County|31.1971349|-89.5149516
Lauderdale County|32.4039981|-88.6604488
Lawrence County|31.5500087|-90.1075299
Leake County|32.7532680|-89.5225675
Lee County|34.2889645|-88.6808868
Leflore County|33.5497896|-90.2949343
Lincoln County|31.5352155|-90.4535663
Lowndes County|33.4714237|-88.4397227
Madison County|32.6343703|-90.0341603
Marion County|31.2301257|-89.8217357
