Id,Plattform,Ende,Seiteninteraktionen,„Gefällt mir“-Angaben für Seite,Beitragskommentare,Beitragsinteraktionen,Beitragsreaktionen,Geteilte Beiträge,Fotoaufrufe,Kosten pro Seiteninteraktion (EUR),Kosten pro „Gefällt mir“ für Seite (EUR),Kosten pro Beitragskommentar (EUR),Kosten pro Beitragsinteraktion (EUR),Kosten pro Beitragsreaktion (EUR),Kosten pro geteiltem Beitrag (EUR),Kosten pro Fotoaufruf (EUR),Durchschnittliche Wiedergabedauer,Videowiedergabe in %,Link-Klicks,Individuelle Link-Klicks,Ausgehende Klicks,Individuelle ausgehende Klicks,CTR (Link-Klickrate),Individuelle CTR (Link-Klickrate),Ausgehende CTR (Klickrate),Individuelle ausgehende CTR (Klickrate),Individuelle Klicks (alle),Individuelle CTR (alle),CPC (Kosten pro Link-Klick) (EUR),Kosten pro individuellem Link-Klick (EUR),Kosten pro ausgehendem Klick (EUR),Kosten pro individuellem ausgehendem Klick (EUR),Kosten pro individuellem Klick (alle) (EUR),Geschätzte Steigerung der Werbeerinnerung (Personen),Geschätzte Steigerungsrate der Werbeerinnerung,Ziel,Ergebnisse,Indikator für Ergebnisse,Ergebnisrate,Reichweite,Frequenz,Impressionen,Auslieferung,Ausgegebener Betrag (EUR),Klicks (alle),CPC (alle) (EUR),CTR (alle),Brutto-Impressionen (enthält ungültige Impressionen von nicht Non-Human Traffic),Kosten pro Ergebnis,Kosten pro 1.000 erreichten Personen (EUR),CPM (Kosten pro 1.000 Impressionen) (EUR)
164,Instagram,11/25/2017,30197,NA,NA,30197,NA,NA,NA,"0,0529853959",NA,NA,"0,0529853959",NA,NA,NA,0:00:02,"13,32",1715,1638,1715,1646,"0,6733967072","1,656436134","0,6733967072","1,664526176",1638,"1,656436134","0,9329446064","0,9768009768","0,9329446064","0,9720534629","0,9768009768",0,0,Traffic,1715,actions:link_click,"0,6733967072",98887,"2,575454812",254679,completed,1600,1715,"0,9329446064","0,6733967072",254841,"0,9329446064","16,18008434","6,28241826"
165,Nicht kategorisiert,11/19/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,0,0,Videoaufrufe,NA,NA,NA,0,0,0,completed,0,0,0,0,1,NA,0,0
166,Nicht kategorisiert,11/26/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,0,0,Traffic,NA,NA,NA,0,0,0,completed,0,0,0,0,24,NA,0,0
167,Nicht kategorisiert,11/25/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,0,0,Traffic,NA,NA,NA,0,0,0,completed,0,0,0,0,24,NA,0,0
168,Nicht kategorisiert,11/25/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,0,0,Veranstaltungszu-/absagen,NA,NA,NA,0,0,0,completed,0,0,0,0,1,NA,0,0
169,Nicht kategorisiert,11/25/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,0,0,Traffic,NA,NA,NA,0,0,0,completed,0,0,0,0,27,NA,0,0
170,Nicht kategorisiert,11/11/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,0,0,Videoaufrufe,NA,NA,NA,0,0,0,completed,0,0,0,0,3,NA,0,0
171,Audience Network,11/13/2017,1218,NA,NA,1218,NA,NA,NA,"0,2870689655",NA,NA,"0,2870689655",NA,NA,NA,0:00:00,0,1218,1040,1218,1053,"1,242806416","2,966935783","1,242806416","3,00402248",1036,"2,955524491","0,2870689655","0,3362019231","0,2870689655","0,3320512821","0,3375",0,0,Traffic,1218,actions:link_click,"1,242806416",35053,"2,795880524",98004,completed,"349,65",1209,"0,2892059553","1,233623117",101824,"0,2870689655","9,974895159","3,567711522"
172,Facebook,11/13/2017,565,18,2,547,81,6,NA,"0,797079646","25,01944444","225,175","0,823308958","5,559876543","75,05833333",NA,0:00:00,0,458,399,458,408,"1,16515722","2,326394962","1,16515722","2,378870037",554,"3,230132354","0,9832969432","1,128696742","0,9832969432","1,10379902","0,8129061372",0,0,Traffic,458,actions:link_click,"1,16515722",17151,"2,291878025",39308,completed,"450,35",673,"0,6691679049","1,71211967",39477,"0,9832969432","26,25794414","11,45695533"
173,Nicht kategorisiert,11/13/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,0,0,Traffic,NA,NA,NA,0,0,0,completed,0,0,0,0,10,NA,0,0
174,Audience Network,11/19/2017,981,NA,NA,981,NA,NA,NA,"0,1248827727",NA,NA,"0,1248827727",NA,NA,NA,0:00:00,0,981,669,981,675,"1,866900108","3,433410316","1,866900108","3,464203233",668,"3,428278163","0,1248827727","0,1831240658","0,1248827727","0,1814962963","0,1833982036",0,0,Traffic,981,actions:link_click,"1,866900108",19485,"2,696792404",52547,completed,"122,51",970,"0,1262989691","1,845966468",53119,"0,1248827727","6,287400565","2,331436619"
175,Audience Network,11/10/2017,148,NA,NA,148,NA,NA,NA,"0,1986585885",NA,NA,"0,1986585885",NA,NA,NA,0:00:00,0,148,142,148,140,"0,4400047568","0,7547570958","0,4400047568","0,7441267141",142,"0,7547570958","0,1986585885","0,2070526134","0,1986585885","0,2100105079","0,2070526134",0,0,Traffic,148,actions:link_click,"0,4400047568",18814,"1,787817583",33636,completed,"29,4014711",148,"0,1986585885","0,4400047568",34413,"0,1986585885","1,562744291","0,8741072393"
176,Facebook,10/27/2017,60,3,5,57,21,2,26,"0,5",10,6,"0,5263157895","1,428571429",15,"1,153846154",0:00:00,0,3,3,3,3,"0,08915304606","0,0965561635","0,08915304606","0,0965561635",128,"4,119729643",10,10,10,10,"0,234375",430,"13,83971677",Interaktionen,57,actions:post_engagement,"1,693907875",3107,"1,083038301",3365,completed,30,138,"0,2173913043","4,101040119",3439,"0,5263157895","9,65561635","8,915304606"
177,Facebook,10/27/2017,77,4,8,73,27,3,35,"0,3896103896","7,5","3,75","0,4109589041","1,111111111",10,"0,8571428571",0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,190,"6,211180124",NA,NA,NA,NA,"0,1578947368",460,"15,03759398",Interaktionen,73,actions:post_engagement,"2,187593647",3059,"1,090879372",3337,completed,30,205,"0,1463414634","6,143242433",3381,"0,4109589041","9,807126512","8,990110878"
178,Facebook,10/26/2017,24,NA,NA,24,9,NA,15,"0,5445833333",NA,NA,"0,5445833333","1,452222222",NA,"0,8713333333",0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,32,"2,5",NA,NA,NA,NA,"0,4084375",200,"15,625",Interaktionen,24,actions:post_engagement,"1,818181818",1280,"1,03125",1320,completed,"13,07",34,"0,3844117647","2,575757576",1327,"0,5445833333","10,2109375","9,901515152"
179,Facebook,10/26/2017,58,3,13,55,7,NA,35,"0,5172413793",10,"2,307692308","0,5454545455","4,285714286",NA,"0,8571428571",0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,200,"6,379585327",NA,NA,NA,NA,"0,15",490,"15,62998405",Interaktionen,55,actions:post_engagement,"1,530328325",3135,"1,146411483",3594,completed,30,211,"0,1421800948","5,870895938",3684,"0,5454545455","9,56937799","8,347245409"
180,Facebook,11/19/2017,3081,29,6,3052,40,3,NA,"0,4795488478","50,94793103","246,2483333","0,4841055046","36,93725","492,4966667",NA,0:00:00,0,3003,2136,3003,2090,"1,988188716","7,075659202","1,988188716","6,923280774",2419,"8,013117795","0,492004662","0,6917088015","0,492004662","0,7069330144","0,6107854485",0,0,Traffic,3003,actions:link_click,"1,988188716",30188,"5,003378826",151042,completed,"1477,49",3559,"0,4151418938","2,356298248",151712,"0,492004662","48,94295747","9,781981171"
181,Facebook,10/25/2017,53,5,2,48,22,NA,24,"0,5622641509","5,96","14,9","0,6208333333","1,354545455",NA,"1,241666667",0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,209,"5,800721621",NA,NA,NA,NA,"0,1425837321",530,"14,70996392",Interaktionen,48,actions:post_engagement,"1,283765713",3603,"1,037746323",3739,completed,"29,8",209,"0,1425837321","5,589729874",3802,"0,6208333333","8,270885373","7,970045467"
182,Facebook,11/10/2017,2318,51,25,2267,79,5,NA,"0,4185972946","19,02565743","38,81234116","0,4280143489","12,28238644","194,0617058",NA,0:00:00,0,2158,1916,2158,1907,"0,7851726798","2,033991868","0,7851726798","2,024437627",2385,"2,531874011","0,4496332386","0,5064240756","0,4496332386","0,5088141211","0,4068379576",0,0,Traffic,2158,actions:link_click,"0,7851726798",94199,"2,917695517",274844,completed,"970,3085289",3002,"0,3232206958","1,092255971",275479,"0,4496332386","10,30062452","3,530397349"
183,Nicht kategorisiert,11/19/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,0,0,Traffic,NA,NA,NA,0,0,0,completed,0,0,0,0,28,NA,0,0
184,Nicht kategorisiert,11/10/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,0,0,Traffic,NA,NA,NA,0,0,0,completed,0,0,0,0,28,NA,0,0
185,Facebook,10/25/2017,63,NA,3,63,10,NA,50,"0,4761904762",NA,10,"0,4761904762",3,NA,"0,6",0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,110,"2,857885165",NA,NA,NA,NA,"0,2727272727",580,"15,06884905",Interaktionen,63,actions:post_engagement,"1,607963247",3849,"1,017926734",3918,completed,30,114,"0,2631578947","2,909647779",3991,"0,4761904762","7,794232268","7,656967841"
186,Audience Network,11/15/2017,2370,NA,NA,2370,NA,NA,NA,"0,2235698508",NA,NA,"0,2235698508",NA,NA,NA,0:00:00,0,2370,2056,2370,2130,"1,04172161","2,456274491","1,04172161","2,544681258",2075,"2,478973526","0,2235698508","0,2577142735","0,2235698508","0,2487608199","0,2553544802",0,0,Traffic,2370,actions:link_click,"1,04172161",83704,"2,718006308",227508,completed,"529,8605463",2355,"0,2249938626","1,035128435",236992,"0,2235698508","6,33016996","2,328975449"
187,Audience Network,10/8/2017,139,NA,NA,139,NA,NA,NA,"0,006978417266",NA,NA,"0,006978417266",NA,NA,NA,0:00:08,"14,7",NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,10,"17,85714286",Videoaufrufe,139,actions:video_view,"94,55782313",56,"2,625",147,completed,"0,97",0,0,0,148,"0,006978417266","17,32142857","6,598639456"
188,Audience Network,10/31/2017,616,NA,NA,616,NA,NA,NA,"0,04691369958",NA,NA,"0,04691369958",NA,NA,NA,0:00:03,"11,47",130,114,130,128,"0,7269473802","1,15302923","0,7269473802","1,294629311",110,"1,112572064","0,2222987611","0,2534985872","0,2222987611","0,2257721792","0,2627167177",0,0,Traffic,130,actions:link_click,"0,7269473802",9887,"1,808738748",17883,completed,"28,89883894",128,"0,2257721792","0,7157635743",18209,"0,2222987611","2,922912809","1,61599502"
189,Audience Network,10/11/2017,356,NA,NA,356,NA,NA,NA,"0,01261025784",NA,NA,"0,01261025784",NA,NA,NA,0:00:12,"16,18",2,2,2,2,"0,4555808656","0,8928571429","0,4555808656","0,8928571429",2,"0,8928571429","2,244625896","2,244625896","2,244625896","2,244625896","2,244625896",40,"17,85714286",Videoaufrufe,354,actions:video_view,"80,63781321",224,"1,959821429",439,completed,"4,489251791",2,"2,244625896","0,4555808656",446,"0,01268150224","20,04130264","10,22608609"
190,Facebook,10/24/2017,103,2,24,101,23,NA,48,"0,2912621359",15,"1,25","0,297029703","1,304347826",NA,"0,625",0:00:00,0,6,6,6,6,"0,1203369434","0,1423149905","0,1203369434","0,1423149905",215,"5,099620493",5,5,5,5,"0,1395348837",620,"14,70588235",Interaktionen,101,actions:post_engagement,"2,025671881",4216,"1,182637571",4986,completed,30,241,"0,1244813278","4,833533895",5088,"0,297029703","7,115749526","6,016847172"
191,Facebook,10/23/2017,61,2,3,59,15,NA,41,"0,4918032787",15,10,"0,5084745763",2,NA,"0,7317073171",0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,169,"4,877344877",NA,NA,NA,NA,"0,1775147929",470,"13,56421356",Interaktionen,59,actions:post_engagement,"1,60326087",3465,"1,062049062",3680,completed,30,182,"0,1648351648","4,945652174",3749,"0,5084745763","8,658008658","8,152173913"
192,Facebook,10/27/2017,2218,39,85,2179,137,3,NA,"0,4494364292","25,56025641","11,72764706","0,4574804956","7,276277372","332,2833333",NA,0:00:00,0,1954,1854,1954,1870,"1,273428743","2,736369808","1,273428743","2,75998465",2743,"4,048469463","0,5101586489","0,5376752967","0,5101586489","0,5330748663","0,3634159679",0,0,Traffic,1954,actions:link_click,"1,273428743",67754,"2,264722378",153444,completed,"996,85",3426,"0,2909661413","2,232736373",153747,"0,5101586489","14,71278449","6,496506869"
193,Facebook,11/15/2017,1752,65,66,1687,184,63,NA,"0,481068114","12,96663593","12,77017175","0,4996036371","4,580605086","13,37827517",NA,0:00:00,0,1374,1274,1374,1240,"0,9464374277","1,986837591","0,9464374277","1,933813668",2692,"4,198247091","0,6134143637","0,6615630579","0,6134143637","0,6797026901","0,3130874204",0,0,Traffic,1374,actions:link_click,"0,9464374277",64122,"2,264059137",145176,completed,"842,8313357",3873,"0,2176171794","2,66779633",145580,"0,6134143637","13,14418352","5,805583125"
194,Facebook,10/11/2017,20841,1,4,20840,101,26,NA,"0,008421416833","175,5107482","43,87768705","0,008421820931","1,73773018","6,750413393",NA,0:00:06,"7,8",224,214,224,216,"0,4959482797","0,6327616795","0,4959482797","0,63867534",558,"1,649911295","0,7835301259","0,8201436832","0,7835301259","0,8125497602","0,3145353911",3030,"8,959195742",Videoaufrufe,20485,actions:video_view,"45,35491299",33820,"1,335481963",45166,completed,"175,5107482",626,"0,2803686074","1,385998317",45837,"0,008567769012","5,189554944","3,88590418"
195,Facebook,10/8/2017,31339,8,13,31331,92,7,NA,"0,005712690258","22,37875","13,77153846","0,005714148926","1,945978261","25,57571429",NA,0:00:09,"15,85",37,34,37,32,"0,06959465814","0,07802818194","0,06959465814","0,07343828889",1060,"2,432643319","4,838648649","5,265588235","4,838648649","5,5946875","0,1688962264",4560,"10,46495617",Videoaufrufe,31182,actions:video_view,"58,65136838",43574,"1,220108321",53165,completed,"179,03",1194,"0,1499413735","2,245838428",54252,"0,005741453403","4,108642769","3,367440986"
196,Facebook,10/31/2017,23588,42,61,23546,301,36,NA,"0,08314910975","46,69812383","32,15280657","0,08329742635","6,516017279","54,48114447",NA,0:00:02,"10,14",6616,4740,6616,4785,"1,594551147","4,620738733","1,594551147","4,664606506",5792,"5,646269777","0,2964512093","0,4137808441","0,2964512093","0,4098894882","0,3386258979",0,0,Traffic,6616,actions:link_click,"1,594551147",102581,"4,04473538",414913,completed,"1961,321201",8413,"0,233129823","2,02765399",416029,"0,2964512093","19,11973173","4,727066158"
197,Instagram,10/31/2017,5,NA,NA,5,5,NA,NA,"0,1979920454",NA,NA,"0,1979920454","0,1979920454",NA,NA,0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,0,0,Traffic,NA,NA,NA,288,"1,451388889",418,completed,"0,9899602268",0,0,0,419,NA,"3,437361899","2,368325901"
198,Messenger,11/15/2017,203,NA,NA,203,NA,NA,NA,"0,6271335858",NA,NA,"0,6271335858",NA,NA,NA,0:00:00,0,203,188,203,197,"1,280110985","1,865264411","1,280110985","1,954558984",196,"1,944637365","0,6271335858","0,6771708399","0,6271335858","0,6462341011","0,6495312138",0,0,Traffic,203,actions:link_click,"1,280110985",10079,"1,573370374",15858,completed,"127,3081179",207,"0,6150150624","1,305334847",17398,"0,6271335858","12,63102668","8,028005922"
199,Nicht kategorisiert,10/11/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,0,0,Videoaufrufe,NA,NA,NA,0,0,0,completed,0,0,0,0,5,NA,0,0
200,Nicht kategorisiert,10/27/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,0,0,Traffic,NA,NA,NA,0,0,0,completed,0,0,0,0,13,NA,0,0
201,Nicht kategorisiert,10/8/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,0,0,Videoaufrufe,NA,NA,NA,0,0,0,completed,0,0,0,0,3,NA,0,0
202,Nicht kategorisiert,11/15/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,0,0,Traffic,NA,NA,NA,0,0,0,completed,0,0,0,0,35,NA,0,0
203,Nicht kategorisiert,10/31/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,0,0,Traffic,NA,NA,NA,0,0,0,completed,0,0,0,0,47,NA,0,0
204,Facebook,10/30/2017,1320,46,47,1274,260,NA,NA,"0,3787878788","10,86956522","10,63829787","0,3924646782","1,923076923",NA,NA,0:00:00,0,967,844,NA,NA,"0,598680056","1,444562352",NA,NA,1907,"3,263957827","0,5170630817","0,5924170616",NA,NA,"0,2621919245",0,0,Veranstaltungszu-/absagen,643,actions:rsvp,"0,3980881861",58426,"2,764556875",161522,completed,500,2718,"0,1839587932","1,682742908",161961,"0,7776049767","8,557833841","3,095553547"
205,Nicht kategorisiert,10/30/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,0,0,Veranstaltungszu-/absagen,NA,NA,NA,0,0,0,completed,0,0,0,0,16,NA,0,0
206,Audience Network,10/2/2017,3807,NA,NA,3807,NA,NA,NA,"0,220809036",NA,NA,"0,220809036",NA,NA,NA,0:00:00,0,3807,3392,3807,3340,"1,334885499","3,348403783","1,334885499","3,297072121",3342,"3,299046416","0,220809036","0,2478242925","0,220809036","0,2516826347","0,2515320168",0,0,Traffic,3807,actions:link_click,"1,334885499",101302,"2,815275118",285193,completed,"840,62",3790,"0,2217994723","1,328924623",297959,"0,220809036","8,298157983","2,947547801"
207,Audience Network,9/16/2017,2063,NA,NA,2063,NA,NA,NA,"0,1760842638",NA,NA,"0,1760842638",NA,NA,NA,0:00:00,0,2063,1986,2063,2014,"0,89244386","1,664097064","0,89244386","1,687558654",1982,"1,660745408","0,1760842638","0,1829112972","0,1760842638","0,1803683397","0,1832804421",0,0,Traffic,2063,actions:link_click,"0,89244386",119344,"1,936946977",231163,completed,"363,2618362",2053,"0,1769419563","0,8881179081",0,"0,1760842638","3,043821526","1,5714532"
208,Audience Network,9/24/2017,860,NA,NA,860,NA,NA,NA,"0,2618255814",NA,NA,"0,2618255814",NA,NA,NA,0:00:00,0,860,817,860,831,"0,7671926992","1,337984344","0,7671926992","1,36091186",812,"1,329795945","0,2618255814","0,2756058752","0,2618255814","0,2709626955","0,2773029557",0,0,Traffic,860,actions:link_click,"0,7671926992",61062,"1,835789853",112097,completed,"225,17",855,"0,2633567251","0,7627322765",25254,"0,2618255814","3,68756346","2,008706745"
209,Audience Network,9/5/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,0,0,Traffic,NA,NA,NA,248,"1,149193548",285,completed,"0,1199820027",0,0,0,0,NA,"0,483798398","0,4209894832"
210,Facebook,10/2/2017,645,16,5,629,116,22,NA,"0,6502015504","26,21125","83,876","0,6667408585","3,615344828","19,06272727",NA,0:00:00,0,486,412,486,415,"0,7130700158","1,153803069","0,7130700158","1,162204548",620,"1,73630559","0,8629218107","1,017912621","0,8629218107","1,010554217","0,6764193548",0,0,Traffic,486,actions:link_click,"0,7130700158",35708,"1,908703932",68156,completed,"419,38",750,"0,5591733333","1,100416691",68383,"0,8629218107","11,74470707","6,153236692"
211,Facebook,9/15/2017,1816,11,NA,1805,8,NA,NA,"0,2753303965","45,45454545",NA,"0,2770083102","62,5",NA,NA,0:00:00,0,1797,1699,1797,1704,"2,210223359","3,107282637","2,210223359","3,116427082",1797,"3,286513772","0,2782415136","0,2942907593","0,2782415136","0,29342723","0,2782415136",0,0,Traffic,1797,actions:link_click,"2,210223359",54678,"1,48696002",81304,completed,500,1916,"0,260960334","2,356587622",0,"0,2782415136","9,144445664","6,149758929"
212,Facebook,9/16/2017,4399,44,9,4355,146,5,NA,"0,3720523219","37,19677645","181,8509071","0,3758112891","11,20998742","327,3316328",NA,0:00:00,0,4195,3544,4195,3589,"1,030808773","2,701590157","1,030808773","2,735893644",4235,"3,228339254","0,3901449735","0,4618109943","0,3901449735","0,4560206642","0,3864600151",0,0,Traffic,4195,actions:link_click,"1,030808773",131182,"3,102270129",406962,completed,"1636,658164",5280,"0,3099731371","1,297418432",0,"0,3901449735","12,47624037","4,021648615"
213,Facebook,9/24/2017,327,5,5,322,46,6,NA,"0,5344036697","34,95","34,95","0,5427018634","3,798913043","29,125",NA,0:00:00,0,265,236,265,239,"0,7544483986","1,023772341","0,7544483986","1,036786396",337,"1,461912199","0,6594339623","0,7404661017","0,6594339623","0,7311715481","0,5185459941",0,0,Traffic,265,actions:link_click,"0,7544483986",23052,"1,523728961",35125,completed,"174,75",435,"0,4017241379","1,238434164",3952,"0,6594339623","7,580687142","4,975088968"
214,Facebook,9/5/2017,1067,8,26,1059,44,1,NA,"0,1873289766","24,98500225","7,687693","0,1887441152","4,542727682","199,880018",NA,0:00:00,0,988,880,988,872,"1,836806782","2,31122784","1,836806782","2,290216678",1228,"3,225213395","0,2023077105","0,2271363841","0,2023077105","0,2292202041","0,1627687443",0,0,Traffic,988,actions:link_click,"1,836806782",38075,"1,412711753",53789,completed,"199,880018",1723,"0,116006975","3,203257172",0,"0,2023077105","5,249639343","3,716001748"
215,Instagram,9/16/2017,13222,NA,NA,13222,NA,NA,NA,"0,09693087279",NA,NA,"0,09693087279",NA,NA,NA,0:00:01,"9,59",891,882,891,900,"0,4130181849","0,7484788567","0,4130181849","0,7637539355",882,"0,7484788567","1,438406285","1,4530839","1,438406285","1,424022222","1,4530839",0,0,Traffic,891,actions:link_click,"0,4130181849",117839,"1,830709697",215729,completed,"1281,62",891,"1,438406285","0,4130181849",0,"1,438406285","10,87602576","5,940879529"
216,Instagram,9/16/2017,1855,NA,8,1855,664,17,NA,"1,056533693",NA,"244,98375","1,056533693","2,951611446","115,2864706",NA,0:00:00,0,1166,1139,1166,1122,"0,4450738418","0,8012324489","0,4450738418","0,7892737556",1440,"1,012971665","1,680849057","1,720693591","1,680849057","1,746764706","1,361020833",0,0,Traffic,1166,actions:link_click,"0,4450738418",142156,"1,842897943",261979,completed,"1959,87",1511,"1,297068167","0,5767637864",0,"1,680849057","13,7867554","7,481019471"
217,Nicht kategorisiert,10/2/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,0,0,Traffic,NA,NA,NA,0,0,0,completed,0,0,0,0,35,NA,0,0
218,Nicht kategorisiert,9/24/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,0,0,Traffic,NA,NA,NA,0,0,0,completed,0,0,0,0,2,NA,0,0
219,Audience Network,10/6/2017,717,NA,NA,717,NA,NA,NA,"0,3057111973",NA,NA,"0,3057111973",NA,NA,NA,0:00:00,0,717,664,717,660,"0,5024350934","1,076419285","0,5024350934","1,069934831",658,"1,066692604","0,3057111973","0,3301128441","0,3057111973","0,332113528","0,3331229916",0,0,Traffic,717,actions:link_click,"0,5024350934",61686,"2,31340985",142705,completed,"219,1949285",715,"0,3065663335","0,5010336008",148075,"0,3057111973","3,553398315","1,53600034"
220,Facebook,10/6/2017,1117,15,20,1102,42,1,NA,"0,6990108071","52,05300477","39,03975358","0,7085254733","18,59035885","780,7950715",NA,0:00:00,0,1039,918,1039,945,"0,6291174191","1,312534851","0,6291174191","1,351138817",1268,"1,812956635","0,7514870756","0,8505392936","0,7514870756","0,8262381709","0,6157689839",0,0,Traffic,1039,actions:link_click,"0,6291174191",69941,"2,361304528",165152,completed,"780,7950715",1632,"0,4784283527","0,9881805852",165865,"0,7514870756","11,16362465","4,727736095"
221,Nicht kategorisiert,10/6/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,0,0,Traffic,NA,NA,NA,0,0,0,completed,0,0,0,0,48,NA,0,0
222,Audience Network,9/22/2017,2034,NA,NA,2034,NA,NA,NA,"0,2461750246",NA,NA,"0,2461750246",NA,NA,NA,0:00:00,0,2034,1914,2034,1905,"0,5435044009","1,230876083","0,5435044009","1,225088264",1889,"1,214798809","0,2461750246","0,2616091954","0,2461750246","0,2628451444","0,2650714664",0,0,Traffic,2034,actions:link_click,"0,5435044009",155499,"2,406690718",374238,completed,"500,72",2010,"0,2491144279","0,5370913697",93007,"0,2461750246","3,220085017","1,337972093"
223,Audience Network,8/30/2017,128,NA,NA,128,NA,NA,NA,"0,163733978",NA,NA,"0,163733978",NA,NA,NA,0:00:00,0,128,126,128,126,"0,431397661","0,7121057986","0,431397661","0,7121057986",126,"0,7121057986","0,163733978","0,16633293","0,163733978","0,16633293","0,16633293",0,0,Traffic,128,actions:link_click,"0,431397661",17694,"1,676896123",29671,completed,"20,95794918",128,"0,163733978","0,431397661",0,"0,163733978","1,184466439","0,7063445512"
224,Audience Network,8/13/2017,4382,NA,NA,4382,NA,NA,NA,"0,08167002606",NA,NA,"0,08167002606",NA,NA,NA,0:00:00,0,4382,3828,4382,3770,"1,016530804","2,596292754","1,016530804","2,556954985",3828,"2,596292754","0,08167002606","0,09348956484","0,08167002606","0,09492786584","0,09348956484",0,0,Traffic,4382,actions:link_click,"1,016530804",147441,"2,923705075",431074,completed,"357,8780542",4358,"0,08211979215","1,010963315",0,"0,08167002606","2,427262798","0,8302009729"
